uniqueid,,plotid,year,corn_yield,soybean_yield,wheat_yield,rc_biomass,rc_nitrogen,oat_yield,N_fertilizer,N_manure,corn_N_export,soy_seed_N,seed_BNF,soy_stover,stover_N,stover_BNF,soy_root,root_N,root_BNF,soy_BNF,soy_N_export,wheat_N_export,clover_N,clover_BNF,N_import,N_export,N_balance
ARL,,205,2011,0,4113,0,0,0,0,0,0,0,264.0546,153.151668,4152.51907,58.13526698,46.50821358,1405.138242,12.64624418,11.38161976,211.0415013,264.0546,0,0,0,211.0415013,264.0546,-53.01309866
ARL,,205,2012,0,0,6554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0058,0,0,0,116.0058,-116.0058
ARL,,205,2013,14375,0,0,0,0,0,224.22,0,211.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,224.22,211.3125,12.9075
ARL,,205,2014,0,5375,0,0,0,0,0,0,0,345.075,200.1435,5426.644785,75.97302699,60.77842159,1836.279613,16.52651652,14.87386487,275.7957865,345.075,0,0,0,275.7957865,345.075,-69.27921354
ARL,,205,2015,0,0,1430,0,0,0,224.11,0,0,0,0,0,0,0,0,0,0,0,0,25.311,0,0,224.11,25.311,198.799
ARL,,206,2011,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5889,0,0,0,96.5889,-96.5889
ARL,,206,2012,13503,0,0,0,0,0,219.52,0,198.4941,0,0,0,0,0,0,0,0,0,0,0,0,0,219.52,198.4941,21.0259
ARL,,206,2013,0,4826,0,0,0,0,0,0,0,309.8292,179.700936,4872.369811,68.21317735,54.57054188,1648.722868,14.83850581,13.35465523,247.6261331,309.8292,0,0,0,247.6261331,309.8292,-62.20306689
ARL,,206,2014,0,0,2871,0,0,0,133.95,0,0,0,0,0,0,0,0,0,0,0,0,50.8167,0,0,133.95,50.8167,83.1333
ARL,,206,2015,14723,0,0,0,0,0,223.92,0,216.4281,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,216.4281,7.4919
ARL,,207,2011,14043,0,0,0,0,0,179.34,0,206.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,179.34,206.4321,-27.0921
ARL,,207,2012,0,3879,0,0,0,0,0,0,0,249.0318,144.438444,3916.27072,54.82779008,43.86223207,1325.196022,11.9267642,10.73408778,199.0347638,249.0318,0,0,0,199.0347638,249.0318,-49.99703615
ARL,,207,2013,15162,0,0,0,0,0,224.22,0,222.8814,0,0,0,0,0,0,0,0,0,0,0,0,0,224.22,222.8814,1.3386
ARL,,207,2014,0,3765,0,0,0,0,0,0,0,241.713,140.19354,3801.17537,53.21645519,42.57316415,1286.249813,11.57624832,10.41862349,193.1853276,241.713,0,0,0,193.1853276,241.713,-48.52767237
ARL,,207,2015,13748,0,0,0,0,0,223.92,0,202.0956,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,202.0956,21.8244
ARL,,214,2011,13783,0,0,0,0,0,179.34,0,202.6101,0,0,0,0,0,0,0,0,0,0,0,0,0,179.34,202.6101,-23.2701
ARL,,214,2012,0,3897,0,0,0,0,0,0,0,250.1874,145.108692,3934.44367,55.08221138,44.06576911,1331.345424,11.98210882,10.78389793,199.958359,250.1874,0,0,0,199.958359,250.1874,-50.22904096
ARL,,214,2013,0,0,3075,0,0,0,133.95,0,0,0,0,0,0,0,0,0,0,0,0,54.4275,0,0,133.95,54.4275,79.5225
ARL,,214,2014,12893,0,0,0,0,0,223.92,0,189.5271,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,189.5271,34.3929
ARL,,214,2015,0,4010,0,0,0,0,0,0,0,257.442,149.31636,4048.529412,56.67941176,45.34352941,1369.95,12.32955,11.096595,205.7564844,257.442,0,0,0,205.7564844,257.442,-51.68551559
ARL,,301,2011,0,0,5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.2088,0,0,0,105.2088,-105.2088
ARL,,301,2012,12677,0,0,0,0,0,219.52,0,186.3519,0,0,0,0,0,0,0,0,0,0,0,0,0,219.52,186.3519,33.1681
ARL,,301,2013,0,4109,0,0,0,0,0,0,0,263.7978,153.002724,4148.480637,58.07872891,46.46298313,1403.771708,12.63394537,11.37055084,210.836258,263.7978,0,0,0,210.836258,263.7978,-52.96154203
ARL,,301,2014,0,0,1581,0,0,0,133.95,0,0,0,0,0,0,0,0,0,0,0,0,27.9837,0,0,133.95,27.9837,105.9663
ARL,,301,2015,14449,0,0,0,0,0,223.92,0,212.4003,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,212.4003,11.5197
ARL,,302,2011,0,4245,0,0,0,0,0,0,0,272.529,158.06682,4285.78737,60.00102318,48.00081854,1450.233853,13.05210468,11.74689421,217.8145328,272.529,0,0,0,217.8145328,272.529,-54.71446725
ARL,,302,2012,0,0,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5976,0,0,0,93.5976,-93.5976
ARL,,302,2013,12974,0,0,0,0,0,224.22,0,190.7178,0,0,0,0,0,0,0,0,0,0,0,0,0,224.22,190.7178,33.5022
ARL,,302,2014,0,4380,0,0,0,0,0,0,0,281.196,163.09368,4422.084495,61.90918293,49.52734634,1496.354364,13.46718928,12.12047035,224.7414967,281.196,0,0,0,224.7414967,281.196,-56.45450331
ARL,,302,2015,0,0,2688,0,0,0,224.11,0,0,0,0,0,0,0,0,0,0,0,0,47.5776,0,0,224.11,47.5776,176.5324
ARL,,304,2011,12869,0,0,0,0,0,179.34,0,189.1743,0,0,0,0,0,0,0,0,0,0,0,0,0,179.34,189.1743,-9.8343
ARL,,304,2012,0,3835,0,0,0,0,0,0,0,246.207,142.80006,3871.847954,54.20587135,43.36469708,1310.164152,11.79147737,10.61232963,196.7770867,246.207,0,0,0,196.7770867,246.207,-49.42991329
ARL,,304,2013,0,0,1426,0,0,0,133.95,0,0,0,0,0,0,0,0,0,0,0,0,25.2402,0,0,133.95,25.2402,108.7098
ARL,,304,2014,13427,0,0,0,0,0,223.92,0,197.3769,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,197.3769,26.5431
ARL,,304,2015,0,3094,0,0,0,0,0,0,0,198.6348,115.208184,3123.72818,43.73219451,34.98575561,1057.013791,9.513124115,8.561811703,158.7557513,198.6348,0,0,0,158.7557513,198.6348,-39.87904869
ARL,,305,2011,9067,0,0,0,0,0,179.34,0,133.2849,0,0,0,0,0,0,0,0,0,0,0,0,0,179.34,133.2849,46.0551
ARL,,305,2012,0,3254,0,0,0,0,0,0,0,208.9068,121.165944,3285.265513,45.99371718,36.79497374,1111.675137,10.00507623,9.004568611,166.9654864,208.9068,0,0,0,166.9654864,208.9068,-41.94131365
ARL,,305,2013,8989,0,0,0,0,0,224.22,0,132.1383,0,0,0,0,0,0,0,0,0,0,0,0,0,224.22,132.1383,92.0817
ARL,,305,2014,0,3870,0,0,0,0,0,0,0,248.454,144.10332,3907.184245,54.70057943,43.76046355,1322.121322,11.8990919,10.70918271,198.5729663,248.454,0,0,0,198.5729663,248.454,-49.88103375
ARL,,305,2015,11125,0,0,0,0,0,223.92,0,163.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,163.5375,60.3825
ARL,,308,2011,0,3399,0,0,0,0,0,0,0,218.2158,126.565164,3431.658721,48.04322209,38.43457767,1161.211983,10.45090784,9.405817059,174.4055587,218.2158,0,0,0,174.4055587,218.2158,-43.81024127
ARL,,308,2012,11112,0,0,0,0,0,219.52,0,163.3464,0,0,0,0,0,0,0,0,0,0,0,0,0,219.52,163.3464,56.1736
ARL,,308,2013,0,3774,0,0,0,0,0,0,0,242.2908,140.528664,3810.261845,53.34366584,42.67493267,1289.324514,11.60392062,10.44352856,193.6471252,242.2908,0,0,0,193.6471252,242.2908,-48.64367477
ARL,,308,2014,13705,0,0,0,0,0,223.92,0,201.4635,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,201.4635,22.4565
ARL,,308,2015,0,4018,0,0,0,0,0,0,0,257.9556,149.614248,4056.606278,56.7924879,45.43399032,1372.683067,12.35414761,11.11873285,206.1669712,257.9556,0,0,0,206.1669712,257.9556,-51.78862884
ARL,,309,2011,13058,0,0,0,0,0,212.63,0,191.9526,0,0,0,0,0,0,0,0,0,0,0,0,0,212.63,191.9526,20.6774
ARL,,309,2012,10879,0,0,0,0,0,219.52,0,159.9213,0,0,0,0,0,0,0,0,0,0,0,0,0,219.52,159.9213,59.5987
ARL,,309,2013,14305,0,0,0,0,0,224.22,0,210.2835,0,0,0,0,0,0,0,0,0,0,0,0,0,224.22,210.2835,13.9365
ARL,,309,2014,13427,0,0,0,0,0,223.92,0,197.3769,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,197.3769,26.5431
ARL,,309,2015,12996,0,0,0,0,0,223.92,0,191.0412,0,0,0,0,0,0,0,0,0,0,0,0,0,223.92,191.0412,32.8788
BRADFORD.A,,101,2012,1778,0,0,0,0,0,156.92,0,26.1366,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,26.1366,130.7834
BRADFORD.A,,101,2013,8227,0,0,0,0,0,156.92,0,120.9369,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,120.9369,35.9831
BRADFORD.A,,101,2014,8569,0,0,0,0,0,156.92,0,125.9643,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,125.9643,30.9557
BRADFORD.A,,101,2015,3260,0,0,0,0,0,156.92,0,47.922,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,47.922,108.998
BRADFORD.A,,102,2012,1855,0,0,0,0,0,156.92,0,27.2685,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,27.2685,129.6515
BRADFORD.A,,102,2013,7892,0,0,0,0,0,156.92,0,116.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,116.0124,40.9076
BRADFORD.A,,102,2014,7969,0,0,0,0,0,156.92,0,117.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,117.1443,39.7757
BRADFORD.A,,102,2015,3499,0,0,0,0,0,156.92,0,51.4353,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,51.4353,105.4847
BRADFORD.A,,103,2012,1265,0,0,0,0,0,156.92,0,18.5955,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,18.5955,138.3245
BRADFORD.A,,103,2013,7719,0,0,0,0,0,156.92,0,113.4693,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,113.4693,43.4507
BRADFORD.A,,103,2014,8968,0,0,0,0,0,156.92,0,131.8296,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,131.8296,25.0904
BRADFORD.A,,103,2015,3236,0,0,0,0,0,156.92,0,47.5692,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,47.5692,109.3508
BRADFORD.A,,104,2012,1584,0,0,0,0,0,122.17,0,23.2848,0,0,0,0,0,0,0,0,0,0,0,0,0,122.17,23.2848,98.8852
BRADFORD.A,,104,2013,9047,0,0,0,0,0,164.76,0,132.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,164.76,132.9909,31.7691
BRADFORD.A,,104,2014,9699,0,0,0,0,0,172.61,0,142.5753,0,0,0,0,0,0,0,0,0,0,0,0,0,172.61,142.5753,30.0347
BRADFORD.A,,104,2015,2655,0,0,0,0,0,110.96,0,39.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,110.96,39.0285,71.9315
BRADFORD.A,,105,2012,2029,0,0,0,0,0,119.93,0,29.8263,0,0,0,0,0,0,0,0,0,0,0,0,0,119.93,29.8263,90.1037
BRADFORD.A,,105,2013,11316,0,0,0,0,0,151.31,0,166.3452,0,0,0,0,0,0,0,0,0,0,0,0,0,151.31,166.3452,-15.0352
BRADFORD.A,,105,2014,11451,0,0,0,0,0,169.25,0,168.3297,0,0,0,0,0,0,0,0,0,0,0,0,0,169.25,168.3297,0.9203
BRADFORD.A,,105,2015,3291,0,0,0,0,0,207.36,0,48.3777,0,0,0,0,0,0,0,0,0,0,0,0,0,207.36,48.3777,158.9823
BRADFORD.A,,201,2012,2261,0,0,0,0,0,156.92,0,33.2367,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,33.2367,123.6833
BRADFORD.A,,201,2013,7871,0,0,0,0,0,156.92,0,115.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,115.7037,41.2163
BRADFORD.A,,201,2014,8200,0,0,0,0,0,156.92,0,120.54,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,120.54,36.38
BRADFORD.A,,201,2015,2323,0,0,0,0,0,156.92,0,34.1481,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,34.1481,122.7719
BRADFORD.A,,202,2012,1850,0,0,0,0,0,156.92,0,27.195,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,27.195,129.725
BRADFORD.A,,202,2013,8971,0,0,0,0,0,156.92,0,131.8737,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,131.8737,25.0463
BRADFORD.A,,202,2014,7423,0,0,0,0,0,156.92,0,109.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,109.1181,47.8019
BRADFORD.A,,202,2015,4136,0,0,0,0,0,156.92,0,60.7992,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,60.7992,96.1208
BRADFORD.A,,203,2012,1458,0,0,0,0,0,131.14,0,21.4326,0,0,0,0,0,0,0,0,0,0,0,0,0,131.14,21.4326,109.7074
BRADFORD.A,,203,2013,7971,0,0,0,0,0,140.11,0,117.1737,0,0,0,0,0,0,0,0,0,0,0,0,0,140.11,117.1737,22.9363
BRADFORD.A,,203,2014,7690,0,0,0,0,0,170.37,0,113.043,0,0,0,0,0,0,0,0,0,0,0,0,0,170.37,113.043,57.327
BRADFORD.A,,203,2015,4039,0,0,0,0,0,121.05,0,59.3733,0,0,0,0,0,0,0,0,0,0,0,0,0,121.05,59.3733,61.6767
BRADFORD.A,,204,2012,1599,0,0,0,0,0,125.54,0,23.5053,0,0,0,0,0,0,0,0,0,0,0,0,0,125.54,23.5053,102.0347
BRADFORD.A,,204,2013,7837,0,0,0,0,0,133.38,0,115.2039,0,0,0,0,0,0,0,0,0,0,0,0,0,133.38,115.2039,18.1761
BRADFORD.A,,204,2014,7992,0,0,0,0,0,169.25,0,117.4824,0,0,0,0,0,0,0,0,0,0,0,0,0,169.25,117.4824,51.7676
BRADFORD.A,,204,2015,5938,0,0,0,0,0,119.93,0,87.2886,0,0,0,0,0,0,0,0,0,0,0,0,0,119.93,87.2886,32.6414
BRADFORD.A,,205,2012,872,0,0,0,0,0,156.92,0,12.8184,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,12.8184,144.1016
BRADFORD.A,,205,2013,7017,0,0,0,0,0,156.92,0,103.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,103.1499,53.7701
BRADFORD.A,,205,2014,8803,0,0,0,0,0,156.92,0,129.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,129.4041,27.5159
BRADFORD.A,,205,2015,3372,0,0,0,0,0,156.92,0,49.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,49.5684,107.3516
BRADFORD.A,,301,2012,2181,0,0,0,0,0,116.57,0,32.0607,0,0,0,0,0,0,0,0,0,0,0,0,0,116.57,32.0607,84.5093
BRADFORD.A,,301,2013,7930,0,0,0,0,0,177.09,0,116.571,0,0,0,0,0,0,0,0,0,0,0,0,0,177.09,116.571,60.519
BRADFORD.A,,301,2014,8960,0,0,0,0,0,192.79,0,131.712,0,0,0,0,0,0,0,0,0,0,0,0,0,192.79,131.712,61.078
BRADFORD.A,,301,2015,4057,0,0,0,0,0,140.11,0,59.6379,0,0,0,0,0,0,0,0,0,0,0,0,0,140.11,59.6379,80.4721
BRADFORD.A,,302,2012,1906,0,0,0,0,0,123.29,0,28.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,123.29,28.0182,95.2718
BRADFORD.A,,302,2013,9059,0,0,0,0,0,189.42,0,133.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,189.42,133.1673,56.2527
BRADFORD.A,,302,2014,8705,0,0,0,0,0,195.03,0,127.9635,0,0,0,0,0,0,0,0,0,0,0,0,0,195.03,127.9635,67.0665
BRADFORD.A,,302,2015,3586,0,0,0,0,0,140.11,0,52.7142,0,0,0,0,0,0,0,0,0,0,0,0,0,140.11,52.7142,87.3958
BRADFORD.A,,303,2012,2267,0,0,0,0,0,156.92,0,33.3249,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,33.3249,123.5951
BRADFORD.A,,303,2013,7750,0,0,0,0,0,156.92,0,113.925,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,113.925,42.995
BRADFORD.A,,303,2014,8268,0,0,0,0,0,156.92,0,121.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,121.5396,35.3804
BRADFORD.A,,303,2015,3613,0,0,0,0,0,156.92,0,53.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,53.1111,103.8089
BRADFORD.A,,304,2012,2041,0,0,0,0,0,156.92,0,30.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,30.0027,126.9173
BRADFORD.A,,304,2013,7963,0,0,0,0,0,156.92,0,117.0561,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,117.0561,39.8639
BRADFORD.A,,304,2014,8137,0,0,0,0,0,156.92,0,119.6139,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,119.6139,37.3061
BRADFORD.A,,304,2015,3302,0,0,0,0,0,156.92,0,48.5394,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,48.5394,108.3806
BRADFORD.A,,305,2012,1999,0,0,0,0,0,156.92,0,29.3853,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,29.3853,127.5347
BRADFORD.A,,305,2013,8015,0,0,0,0,0,156.92,0,117.8205,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,117.8205,39.0995
BRADFORD.A,,305,2014,8947,0,0,0,0,0,156.92,0,131.5209,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,131.5209,25.3991
BRADFORD.A,,305,2015,3568,0,0,0,0,0,156.92,0,52.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,52.4496,104.4704
BRADFORD.A,,401,2012,2311,0,0,0,0,0,88.55,0,33.9717,0,0,0,0,0,0,0,0,0,0,0,0,0,88.55,33.9717,54.5783
BRADFORD.A,,401,2013,9523,0,0,0,0,0,221.93,0,139.9881,0,0,0,0,0,0,0,0,0,0,0,0,0,221.93,139.9881,81.9419
BRADFORD.A,,401,2014,9504,0,0,0,0,0,182.7,0,139.7088,0,0,0,0,0,0,0,0,0,0,0,0,0,182.7,139.7088,42.9912
BRADFORD.A,,401,2015,5764,0,0,0,0,0,141.23,0,84.7308,0,0,0,0,0,0,0,0,0,0,0,0,0,141.23,84.7308,56.4992
BRADFORD.A,,402,2012,2212,0,0,0,0,0,156.92,0,32.5164,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,32.5164,124.4036
BRADFORD.A,,402,2013,9060,0,0,0,0,0,156.92,0,133.182,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,133.182,23.738
BRADFORD.A,,402,2014,8164,0,0,0,0,0,156.92,0,120.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,120.0108,36.9092
BRADFORD.A,,402,2015,5144,0,0,0,0,0,156.92,0,75.6168,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,75.6168,81.3032
BRADFORD.A,,403,2012,2013,0,0,0,0,0,156.92,0,29.5911,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,29.5911,127.3289
BRADFORD.A,,403,2013,7960,0,0,0,0,0,156.92,0,117.012,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,117.012,39.908
BRADFORD.A,,403,2014,8722,0,0,0,0,0,156.92,0,128.2134,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,128.2134,28.7066
BRADFORD.A,,403,2015,5757,0,0,0,0,0,156.92,0,84.6279,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,84.6279,72.2921
BRADFORD.A,,404,2012,1834,0,0,0,0,0,86.31,0,26.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,86.31,26.9598,59.3502
BRADFORD.A,,404,2013,8610,0,0,0,0,0,156.92,0,126.567,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,126.567,30.353
BRADFORD.A,,404,2014,8891,0,0,0,0,0,156.92,0,130.6977,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,130.6977,26.2223
