Site,Treatment,Plot,Year,Crop,Crop_planting_date,Crop_harvest_date,N_input,N_output,Cover_crop_1,Cover_crop_1_planting_date,Cover_crop_1_termination_date,Cover_crop_2,Cover_crop_2_planting_date,Cover_crop_2_termination_date
KBS_MCSE,T4,T4R5,2021,SOY,5/27/2021,10/20/2021,23.48118623,104.2650626,WHEAT,,,,,
KBS_MCSE,T4,T4R6,2021,SOY,5/27/2021,10/20/2021,26.37856434,115.9070922,WHEAT,,,,,
KBS_MCSE,T1,T1R1,2020,CORN,,10/29/2020,172,72.58200697,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2020,CORN,,10/30/2020,172,117.656295,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2020,CORN,,10/30/2020,172,142.0877403,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2020,CORN,,10/30/2020,172,78.19802906,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2020,CORN,,10/30/2020,172,76.7084,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2020,CORN,,10/29/2020,172,96.61186688,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2020,CORN,,10/29/2020,172,133.2452175,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2020,CORN,,10/30/2020,172,96.64802721,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2020,CORN,,10/30/2020,172,157.955068,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2020,CORN,,10/31/2020,172,144.5833908,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2020,CORN,,10/30/2020,172,127.4736766,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2020,CORN,,10/29/2020,172,125.7782571,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2020,CORN,,10/29/2020,59.2700785,103.9597628,RED CLOVER,,,,,
KBS_MCSE,T3,T3R2,2020,CORN,,10/29/2020,64.5184701,140.4881603,RED CLOVER,,,,,
KBS_MCSE,T3,T3R3,2020,CORN,,10/31/2020,60.68886983,112.8546152,RED CLOVER,,,,,
KBS_MCSE,T3,T3R4,2020,CORN,,10/30/2020,71.6377953,134.422927,RED CLOVER,,,,,
KBS_MCSE,T3,T3R5,2020,CORN,,10/30/2020,60.38656078,125.1141418,RED CLOVER,,,,,
KBS_MCSE,T3,T3R6,2020,CORN,,10/31/2020,44.56012723,104.626524,RED CLOVER,,,,,
KBS_MCSE,T4,T4R1,2020,CORN,6/1/2020,10/31/2020,48.33747253,96.02507004,RED CLOVER,,,,,
KBS_MCSE,T4,T4R2,2020,CORN,6/1/2020,10/31/2020,41.80268195,86.40906906,RED CLOVER,,,,,
KBS_MCSE,T4,T4R3,2020,CORN,6/1/2020,10/31/2020,63.83609632,107.3417823,RED CLOVER,,,,,
KBS_MCSE,T4,T4R4,2020,CORN,6/1/2020,10/31/2020,35.60957458,119.2896834,RED CLOVER,,,,,
KBS_MCSE,T4,T4R5,2020,CORN,6/1/2020,10/31/2020,42.05570722,103.5940438,RED CLOVER,,,,,
KBS_MCSE,T4,T4R6,2020,CORN,6/1/2020,10/31/2020,37.12178046,65.38345611,RED CLOVER,,,,,
KBS_MCSE,T1,T1R1,2019,WHEAT,10/19/2018,7/24/2019,107,87.31665774,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2019,WHEAT,10/19/2018,7/24/2019,107,90.52695645,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2019,WHEAT,10/19/2018,7/24/2019,107,90.09780807,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2019,WHEAT,10/19/2018,7/24/2019,107,87.27774074,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2019,WHEAT,10/19/2018,7/24/2019,107,94.02771749,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2019,WHEAT,10/19/2018,7/24/2019,107,88.11693277,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2019,WHEAT,10/10/2018,7/24/2019,107,87.53494673,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2019,WHEAT,10/10/2018,7/24/2019,107,83.42743427,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2019,WHEAT,10/10/2018,7/24/2019,107,88.05855727,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2019,WHEAT,10/10/2018,7/24/2019,107,91.22887761,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2019,WHEAT,10/10/2018,7/24/2019,107,84.08654674,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2019,WHEAT,10/10/2018,7/24/2019,107,97.1290486,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2019,WHEAT,10/26/2018,7/25/2019,66,75.94758687,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T3,T3R2,2019,WHEAT,10/26/2018,7/25/2019,66,75.39744201,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T3,T3R3,2019,WHEAT,10/26/2018,7/25/2019,66,76.84303166,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T3,T3R4,2019,WHEAT,10/26/2018,7/25/2019,66,77.68646919,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T3,T3R5,2019,WHEAT,10/26/2018,7/25/2019,66,80.93391595,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T3,T3R6,2019,WHEAT,10/26/2018,7/25/2019,66,74.4637878,RED CLOVER,8/22/2019,,,,
KBS_MCSE,T4,T4R1,2019,WHEAT,10/27/2018,7/25/2019,0,33.94977564,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T4,T4R2,2019,WHEAT,10/27/2018,7/25/2019,0,36.02440553,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T4,T4R3,2019,WHEAT,10/27/2018,7/25/2019,0,37.81671027,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T4,T4R4,2019,WHEAT,10/27/2018,7/25/2019,0,35.14629649,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T4,T4R5,2019,WHEAT,10/27/2018,7/25/2019,0,37.38579295,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T4,T4R6,2019,WHEAT,10/27/2018,7/25/2019,0,26.45117732,RED CLOVER,3/18/2019,,,,
KBS_MCSE,T1,T1R1,2018,SOY,5/27/2018,10/9/2018,54.91384795,208.5532194,WHEAT,,,,,
KBS_MCSE,T1,T1R2,2018,SOY,5/27/2018,10/9/2018,47.84438427,225.1143081,WHEAT,,,,,
KBS_MCSE,T1,T1R3,2018,SOY,5/27/2018,10/9/2018,40.2853518,244.5608854,WHEAT,,,,,
KBS_MCSE,T1,T1R4,2018,SOY,5/27/2018,10/9/2018,47.05778833,190.3101052,WHEAT,,,,,
KBS_MCSE,T1,T1R5,2018,SOY,5/27/2018,10/10/2018,45.4368522,165.6455276,WHEAT,,,,,
KBS_MCSE,T1,T1R6,2018,SOY,5/27/2018,10/16/2018,53.53784814,196.0336112,WHEAT,,,,,
KBS_MCSE,T2,T2R1,2018,SOY,5/25/2018,10/9/2018,40.49439503,227.3813861,WHEAT,,,,,
KBS_MCSE,T2,T2R2,2018,SOY,5/25/2018,10/9/2018,31.66306015,187.4618237,WHEAT,,,,,
KBS_MCSE,T2,T2R3,2018,SOY,5/25/2018,10/9/2018,49.94345756,232.9008937,WHEAT,,,,,
KBS_MCSE,T2,T2R4,2018,SOY,5/25/2018,10/9/2018,38.71974817,231.1649816,WHEAT,,,,,
KBS_MCSE,T2,T2R5,2018,SOY,5/25/2018,10/9/2018,38.38566905,193.3688002,WHEAT,,,,,
KBS_MCSE,T2,T2R6,2018,SOY,5/25/2018,10/9/2018,46.60322664,212.9090372,WHEAT,,,,,
KBS_MCSE,T3,T3R1,2018,SOY,5/29/2018,10/9/2018,67.72513067,236.7319605,WHEAT,,,,,
KBS_MCSE,T3,T3R2,2018,SOY,5/29/2018,10/9/2018,64.04406403,262.0239298,WHEAT,,,,,
KBS_MCSE,T3,T3R3,2018,SOY,5/29/2018,10/9/2018,39.84340017,213.9623882,WHEAT,,,,,
KBS_MCSE,T3,T3R4,2018,SOY,5/29/2018,10/9/2018,38.43821457,216.5476526,WHEAT,,,,,
KBS_MCSE,T3,T3R5,2018,SOY,5/29/2018,10/16/2018,25.82270111,220.5955481,WHEAT,,,,,
KBS_MCSE,T3,T3R6,2018,SOY,5/29/2018,10/16/2018,39.31814726,229.226354,WHEAT,,,,,
KBS_MCSE,T4,T4R1,2018,SOY,6/14/2018,10/18/2018,61.74504764,235.8338537,WHEAT,,,,,
KBS_MCSE,T4,T4R2,2018,SOY,6/14/2018,10/18/2018,49.64863568,196.5057588,WHEAT,,,,,
KBS_MCSE,T4,T4R3,2018,SOY,6/14/2018,10/18/2018,57.68326969,210.0992461,WHEAT,,,,,
KBS_MCSE,T4,T4R4,2018,SOY,6/14/2018,10/18/2018,59.55536362,221.6104087,WHEAT,,,,,
KBS_MCSE,T4,T4R5,2018,SOY,6/14/2018,10/18/2018,45.6214685,165.4505101,WHEAT,,,,,
KBS_MCSE,T4,T4R6,2018,SOY,6/14/2018,10/18/2018,68.79387792,172.4018564,WHEAT,,,,,
KBS_MCSE,T1,T1R1,2017,CORN,5/16/2017,10/18/2017,139,98.85615902,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2017,CORN,5/16/2017,10/18/2017,139,126.1078158,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2017,CORN,5/16/2017,10/18/2017,139,151.6902179,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2017,CORN,5/16/2017,10/18/2017,139,110.2804703,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2017,CORN,5/16/2017,10/19/2017,139,122.841039,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2017,CORN,5/16/2017,10/19/2017,139,142.5422433,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2017,CORN,5/15/2017,10/18/2017,140,136.9617935,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2017,CORN,5/15/2017,10/18/2017,140,145.270437,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2017,CORN,5/15/2017,10/18/2017,140,141.3339592,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2017,CORN,5/15/2017,10/18/2017,140,139.7252656,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2017,CORN,5/15/2017,10/19/2017,140,126.9198063,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2017,CORN,5/15/2017,10/19/2017,140,123.8532342,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2017,CORN,5/24/2017,10/18/2017,48.17633096,98.99462661,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T3,T3R2,2017,CORN,5/24/2017,10/18/2017,63.1345509,131.7261898,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T3,T3R3,2017,CORN,5/24/2017,10/18/2017,54.90495344,109.0319101,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T3,T3R4,2017,CORN,5/24/2017,10/18/2017,96.44668243,114.0426142,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T3,T3R5,2017,CORN,5/24/2017,10/19/2017,80.45059643,132.5408261,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T3,T3R6,2017,CORN,5/24/2017,10/19/2017,41.05264553,127.0268173,CEREAL RYE,11/8/2017,,,,
KBS_MCSE,T4,T4R1,2017,CORN,6/3/2017,10/19/2017,104.0350076,58.96661507,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T4,T4R2,2017,CORN,6/3/2017,10/19/2017,117.4651663,39.23865807,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T4,T4R3,2017,CORN,6/3/2017,10/19/2017,100.9412286,56.80052332,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T4,T4R4,2017,CORN,6/3/2017,10/19/2017,106.7271173,44.68358008,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T4,T4R5,2017,CORN,6/3/2017,10/19/2017,90.35314495,29.45508484,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T4,T4R6,2017,CORN,6/3/2017,10/19/2017,99.01149803,27.51448065,CEREAL RYE,11/1/2017,,,,
KBS_MCSE,T1,T1R1,2016,WHEAT,,7/12/2016,103,94.59289847,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2016,WHEAT,,7/12/2016,103,104.8015352,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2016,WHEAT,,7/12/2016,103,99.84103281,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2016,WHEAT,,7/12/2016,103,96.38767975,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2016,WHEAT,,7/12/2016,103,97.72111769,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2016,WHEAT,,7/12/2016,103,95.5297368,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2016,WHEAT,10/2/2015,7/12/2016,104,101.7055109,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2016,WHEAT,10/2/2015,7/12/2016,104,104.0157655,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2016,WHEAT,10/2/2015,7/12/2016,104,110.3518069,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2016,WHEAT,10/2/2015,7/12/2016,104,117.854297,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2016,WHEAT,10/2/2015,7/12/2016,104,105.3046258,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2016,WHEAT,10/2/2015,7/14/2016,104,103.8968918,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2016,WHEAT,,7/14/2016,62,77.44712964,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T3,T3R2,2016,WHEAT,,7/14/2016,62,88.51194032,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T3,T3R3,2016,WHEAT,,7/15/2016,62,83.00058554,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T3,T3R4,2016,WHEAT,,7/19/2016,62,83.8036909,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T3,T3R5,2016,WHEAT,,7/19/2016,62,0,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T3,T3R6,2016,WHEAT,,7/14/2016,62,79.11348482,RED CLOVER,8/3/2016,,,,
KBS_MCSE,T4,T4R1,2016,WHEAT,,7/14/2016,0,48.9655463,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T4,T4R2,2016,WHEAT,,7/15/2016,0,45.63920417,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T4,T4R3,2016,WHEAT,,7/15/2016,0,47.92292449,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T4,T4R4,2016,WHEAT,,7/15/2016,0,47.23055568,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T4,T4R5,2016,WHEAT,,7/15/2016,0,46.63972486,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T4,T4R6,2016,WHEAT,,7/14/2016,0,37.55437431,RED CLOVER,3/23/2016,,,,
KBS_MCSE,T1,T1R1,2015,SOY,5/19/2015,10/1/2015,42.40465463,203.7335937,WHEAT,,,,,
KBS_MCSE,T1,T1R2,2015,SOY,5/19/2015,9/30/2015,41.8555671,216.4725965,WHEAT,,,,,
KBS_MCSE,T1,T1R3,2015,SOY,5/19/2015,9/30/2015,47.23588256,221.6841818,WHEAT,,,,,
KBS_MCSE,T1,T1R4,2015,SOY,5/19/2015,10/2/2015,47.12778786,228.3122096,WHEAT,,,,,
KBS_MCSE,T1,T1R5,2015,SOY,5/19/2015,10/1/2015,38.81183676,205.5747125,WHEAT,,,,,
KBS_MCSE,T1,T1R6,2015,SOY,5/19/2015,9/30/2015,40.34005991,214.3261214,WHEAT,,,,,
KBS_MCSE,T2,T2R1,2015,SOY,5/20/2015,9/30/2015,47.28832701,231.5761862,WHEAT,,,,,
KBS_MCSE,T2,T2R2,2015,SOY,5/20/2015,10/1/2015,43.4812713,222.1781405,WHEAT,,,,,
KBS_MCSE,T2,T2R3,2015,SOY,5/20/2015,10/1/2015,47.14352075,226.2003758,WHEAT,,,,,
KBS_MCSE,T2,T2R4,2015,SOY,5/20/2015,10/1/2015,45.23632523,219.3927265,WHEAT,,,,,
KBS_MCSE,T2,T2R5,2015,SOY,5/20/2015,10/1/2015,44.66817513,230.1879698,WHEAT,,,,,
KBS_MCSE,T2,T2R6,2015,SOY,5/20/2015,9/30/2015,50.71221949,230.1174042,WHEAT,,,,,
KBS_MCSE,T3,T3R1,2015,SOY,5/23/2015,9/30/2015,46.3135,230.6934756,WHEAT,,,,,
KBS_MCSE,T3,T3R2,2015,SOY,5/23/2015,10/1/2015,47.49428995,229.4579373,WHEAT,,,,,
KBS_MCSE,T3,T3R3,2015,SOY,5/23/2015,10/2/2015,51.12957976,248.0012758,WHEAT,,,,,
KBS_MCSE,T3,T3R4,2015,SOY,5/23/2015,10/1/2015,49.3850737,238.192667,WHEAT,,,,,
KBS_MCSE,T3,T3R5,2015,SOY,5/23/2015,10/1/2015,52.40746318,256.4742716,WHEAT,,,,,
KBS_MCSE,T3,T3R6,2015,SOY,5/23/2015,9/30/2015,52.2884203,240.9075154,WHEAT,,,,,
KBS_MCSE,T4,T4R1,2015,SOY,6/4/2015,10/20/2015,29.92249896,168.3379233,WHEAT,,,,,
KBS_MCSE,T4,T4R2,2015,SOY,6/4/2015,10/20/2015,24.94264288,134.276583,WHEAT,,,,,
KBS_MCSE,T4,T4R3,2015,SOY,6/4/2015,10/20/2015,33.49031671,175.0570449,WHEAT,,,,,
KBS_MCSE,T4,T4R4,2015,SOY,6/4/2015,10/20/2015,33.47093524,182.3689169,WHEAT,,,,,
KBS_MCSE,T4,T4R5,2015,SOY,6/4/2015,10/20/2015,28.44509752,148.5308203,WHEAT,,,,,
KBS_MCSE,T4,T4R6,2015,SOY,6/4/2015,10/20/2015,28.25574424,130.8304191,WHEAT,,,,,
KBS_MCSE,T1,T1R1,2014,CORN,5/12/2014,10/30/2014,135,127.5870084,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2014,CORN,5/12/2014,10/30/2014,135,146.9865238,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2014,CORN,5/12/2014,10/30/2014,135,142.1256939,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2014,CORN,5/12/2014,10/30/2014,135,137.3047287,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2014,CORN,5/12/2014,10/30/2014,135,115.5141043,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2014,CORN,5/12/2014,10/30/2014,135,135.9932553,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2014,CORN,5/10/2014,10/30/2014,135,159.4873545,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2014,CORN,5/10/2014,10/30/2014,135,147.3783195,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2014,CORN,5/10/2014,10/30/2014,135,170.0417306,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2014,CORN,5/10/2014,10/30/2014,135,169.4625774,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2014,CORN,5/10/2014,10/30/2014,135,157.435594,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2014,CORN,5/10/2014,10/30/2014,135,162.5097992,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2014,CORN,5/24/2014,11/5/2014,35.82983209,122.4500371,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T3,T3R2,2014,CORN,5/24/2014,11/5/2014,65.21115324,145.3865616,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T3,T3R3,2014,CORN,5/24/2014,11/5/2014,47.72862634,129.3598933,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T3,T3R4,2014,CORN,5/24/2014,11/5/2014,43.36972098,119.8132731,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T3,T3R5,2014,CORN,5/24/2014,11/5/2014,34.76025529,134.0037024,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T3,T3R6,2014,CORN,5/24/2014,11/5/2014,53.32913927,135.6694293,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R1,2014,CORN,5/31/2014,11/7/2014,83.14027306,107.7460136,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R2,2014,CORN,5/31/2014,11/7/2014,93.55064448,82.42966922,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R3,2014,CORN,5/31/2014,11/7/2014,87.75352497,70.85601284,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R4,2014,CORN,5/31/2014,11/7/2014,73.58344903,99.69431423,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R5,2014,CORN,5/31/2014,11/7/2014,61.0094803,79.89462454,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T4,T4R6,2014,CORN,5/31/2014,11/7/2014,84.93946112,69.85910498,CEREAL RYE,11/7/2014,,,,
KBS_MCSE,T1,T1R1,2013,WHEAT,11/7/2012,7/19/2013,92,61.34628226,FALLOW,,,,,
KBS_MCSE,T1,T1R2,2013,WHEAT,11/7/2012,7/19/2013,92,71.9692081,FALLOW,,,,,
KBS_MCSE,T1,T1R3,2013,WHEAT,11/7/2012,7/19/2013,92,68.61810061,FALLOW,,,,,
KBS_MCSE,T1,T1R4,2013,WHEAT,11/7/2012,7/19/2013,92,68.42811489,FALLOW,,,,,
KBS_MCSE,T1,T1R5,2013,WHEAT,11/7/2012,7/19/2013,92,74.61521031,FALLOW,,,,,
KBS_MCSE,T1,T1R6,2013,WHEAT,11/7/2012,7/19/2013,92,53.73588602,FALLOW,,,,,
KBS_MCSE,T2,T2R1,2013,WHEAT,10/29/2012,7/19/2013,93,49.05381713,FALLOW,,,,,
KBS_MCSE,T2,T2R2,2013,WHEAT,10/29/2012,7/19/2013,93,49.73132672,FALLOW,,,,,
KBS_MCSE,T2,T2R3,2013,WHEAT,10/29/2012,7/19/2013,93,57.02967938,FALLOW,,,,,
KBS_MCSE,T2,T2R4,2013,WHEAT,10/29/2012,7/19/2013,93,66.26291453,FALLOW,,,,,
KBS_MCSE,T2,T2R5,2013,WHEAT,10/29/2012,7/19/2013,93,36.01202285,FALLOW,,,,,
KBS_MCSE,T2,T2R6,2013,WHEAT,10/29/2012,7/19/2013,93,62.48159729,FALLOW,,,,,
KBS_MCSE,T3,T3R1,2013,WHEAT,11/7/2012,7/19/2013,55,56.12857394,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T3,T3R2,2013,WHEAT,11/7/2012,7/19/2013,55,57.79528291,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T3,T3R3,2013,WHEAT,11/7/2012,7/19/2013,55,63.16724407,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T3,T3R4,2013,WHEAT,11/7/2012,7/19/2013,55,58.50498747,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T3,T3R5,2013,WHEAT,11/7/2012,7/19/2013,55,56.97625695,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T3,T3R6,2013,WHEAT,11/7/2012,7/19/2013,55,58.73672052,RED CLOVER,3/28/2013,,,,
KBS_MCSE,T4,T4R1,2013,WHEAT,11/8/2012,7/19/2013,0,34.73837557,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T4,T4R2,2013,WHEAT,11/8/2012,7/19/2013,0,35.25066481,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T4,T4R3,2013,WHEAT,11/8/2012,7/19/2013,0,35.65327886,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T4,T4R4,2013,WHEAT,11/8/2012,7/19/2013,0,31.37063991,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T4,T4R5,2013,WHEAT,11/8/2012,7/19/2013,0,33.40104594,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T4,T4R6,2013,WHEAT,11/8/2012,7/19/2013,0,26.09880157,RED CLOVER,3/27/2013,,,,
KBS_MCSE,T1,T1R1,2012,SOY,5/19/2012,10/12/2012,33.76580965,60.18020938,WHEAT,,,,,
KBS_MCSE,T1,T1R2,2012,SOY,5/19/2012,10/12/2012,38.13231576,76.08439707,WHEAT,,,,,
KBS_MCSE,T1,T1R3,2012,SOY,5/19/2012,10/12/2012,52.14977747,84.7395802,WHEAT,,,,,
KBS_MCSE,T1,T1R4,2012,SOY,5/19/2012,10/12/2012,33.56396465,57.05736388,WHEAT,,,,,
KBS_MCSE,T1,T1R5,2012,SOY,5/19/2012,10/11/2012,29.26904068,92.39016677,WHEAT,,,,,
KBS_MCSE,T1,T1R6,2012,SOY,5/19/2012,10/12/2012,38.67860648,151.9885313,WHEAT,,,,,
KBS_MCSE,T2,T2R1,2012,SOY,5/19/2012,10/12/2012,31.52641109,106.7124036,WHEAT,,,,,
KBS_MCSE,T2,T2R2,2012,SOY,5/19/2012,10/12/2012,33.38153281,104.8135493,WHEAT,,,,,
KBS_MCSE,T2,T2R3,2012,SOY,5/19/2012,10/11/2012,40.20880051,143.1537268,WHEAT,,,,,
