Year,Replicate,Rotation,Nitrogen,Tillage,Species,Biomass_kg_ha
2013,4,ROT1,NIT2,TIL1,Corn,13976
2014,4,ROT1,NIT2,TIL1,Corn,17643
2015,4,ROT1,NIT2,TIL1,Corn,9109
2012,4,ROT1,NIT2,TIL1,Corn,4880
2013,4,ROT1,NIT2,TIL1,Corn,13002
2014,4,ROT1,NIT2,TIL1,Corn,17823
2015,4,ROT1,NIT2,TIL1,Corn,10144
2012,4,ROT1,NIT2,TIL1,Corn,3894
2013,4,ROT1,NIT2,TIL1,Corn,14061
2014,4,ROT1,NIT2,TIL1,Corn,16693
2015,4,ROT1,NIT2,TIL1,Corn,10698
2012,4,ROT1,NIT3,TIL1,Corn,4619
2013,4,ROT1,NIT3,TIL1,Corn,8900
2014,4,ROT1,NIT3,TIL1,Corn,16905
2015,4,ROT1,NIT3,TIL1,Corn,13185
2011,1,ROT38,NIT1,TIL2,Corn w/ Rye,526
2012,1,ROT38,NIT1,TIL2,Corn w/ Rye,300
2013,1,ROT38,NIT1,TIL2,Corn w/ Rye,2606
2014,1,ROT38,NIT1,TIL2,Corn w/ Rye,1328
2015,1,ROT38,NIT1,TIL2,Corn w/ Rye,620
2011,1,ROT38,NIT4,TIL2,Corn w/ Rye,2418
2012,1,ROT38,NIT4,TIL2,Corn w/ Rye,212
2013,1,ROT38,NIT4,TIL2,Corn w/ Rye,4004
2014,1,ROT38,NIT4,TIL2,Corn w/ Rye,2612
2015,1,ROT38,NIT4,TIL2,Corn w/ Rye,2344
2011,1,ROT1,NIT2,TIL1,Corn,3582
2012,1,ROT1,NIT2,TIL1,Corn,121
2013,1,ROT1,NIT2,TIL1,Corn,11067
2014,1,ROT1,NIT2,TIL1,Corn,4802
2015,1,ROT1,NIT2,TIL1,Corn,2918
2011,1,ROT1,NIT4,TIL2,Corn,2983
2012,1,ROT1,NIT4,TIL2,Corn,559
2013,1,ROT1,NIT4,TIL2,Corn,14510
2014,1,ROT1,NIT4,TIL2,Corn,4804
2015,1,ROT1,NIT4,TIL2,Corn,10351
2011,1,ROT38,NIT2,TIL1,Corn w/ Rye,3766
2012,1,ROT38,NIT2,TIL1,Corn w/ Rye,1437
2013,1,ROT38,NIT2,TIL1,Corn w/ Rye,7159
2014,1,ROT38,NIT2,TIL1,Corn w/ Rye,15294
2015,1,ROT38,NIT2,TIL1,Corn w/ Rye,4217
2011,1,ROT1,NIT1,TIL1,Corn,2258
2012,1,ROT1,NIT1,TIL1,Corn,705
2013,1,ROT1,NIT1,TIL1,Corn,4563
2014,1,ROT1,NIT1,TIL1,Corn,15976
2015,1,ROT1,NIT1,TIL1,Corn,5248
2011,1,ROT38,NIT3,TIL2,Corn w/ Rye,4272
2012,1,ROT38,NIT3,TIL2,Corn w/ Rye,1145
2013,1,ROT38,NIT3,TIL2,Corn w/ Rye,6756
2014,1,ROT38,NIT3,TIL2,Corn w/ Rye,6742
2015,1,ROT38,NIT3,TIL2,Corn w/ Rye,5364
2011,1,ROT38,NIT2,TIL2,Corn w/ Rye,4062
2012,1,ROT38,NIT2,TIL2,Corn w/ Rye,873
2013,1,ROT38,NIT2,TIL2,Corn w/ Rye,3929
2014,1,ROT38,NIT2,TIL2,Corn w/ Rye,7058
2015,1,ROT38,NIT2,TIL2,Corn w/ Rye,2553
2011,1,ROT1,NIT3,TIL2,Corn,4502
2012,1,ROT1,NIT3,TIL2,Corn,14
2013,1,ROT1,NIT3,TIL2,Corn,14307
2014,1,ROT1,NIT3,TIL2,Corn,13307
2015,1,ROT1,NIT3,TIL2,Corn,12814
2011,1,ROT38,NIT3,TIL1,Corn w/ Rye,4505
2012,1,ROT38,NIT3,TIL1,Corn w/ Rye,773
2013,1,ROT38,NIT3,TIL1,Corn w/ Rye,12966
2014,1,ROT38,NIT3,TIL1,Corn w/ Rye,12753
2015,1,ROT38,NIT3,TIL1,Corn w/ Rye,10398
2011,1,ROT1,NIT2,TIL2,Corn,4393
2012,1,ROT1,NIT2,TIL2,Corn,859
2013,1,ROT1,NIT2,TIL2,Corn,16994
2014,1,ROT1,NIT2,TIL2,Corn,15850
2015,1,ROT1,NIT2,TIL2,Corn,10343
2011,1,ROT1,NIT4,TIL1,Corn,3572
2012,1,ROT1,NIT4,TIL1,Corn,477
2013,1,ROT1,NIT4,TIL1,Corn,7032
2014,1,ROT1,NIT4,TIL1,Corn,9308
2015,1,ROT1,NIT4,TIL1,Corn,9197
2011,1,ROT1,NIT3,TIL1,Corn,4076
2012,1,ROT1,NIT3,TIL1,Corn,620
2013,1,ROT1,NIT3,TIL1,Corn,13940
2014,1,ROT1,NIT3,TIL1,Corn,9706
2015,1,ROT1,NIT3,TIL1,Corn,12245
2011,1,ROT38,NIT4,TIL1,Corn w/ Rye,3343
2012,1,ROT38,NIT4,TIL1,Corn w/ Rye,1609
2013,1,ROT38,NIT4,TIL1,Corn w/ Rye,8177
2014,1,ROT38,NIT4,TIL1,Corn w/ Rye,9375
2015,1,ROT38,NIT4,TIL1,Corn w/ Rye,8068
2011,1,ROT38,NIT1,TIL1,Corn w/ Rye,2552
2012,1,ROT38,NIT1,TIL1,Corn w/ Rye,201
2013,1,ROT38,NIT1,TIL1,Corn w/ Rye,4390
2014,1,ROT38,NIT1,TIL1,Corn w/ Rye,3749
2015,1,ROT38,NIT1,TIL1,Corn w/ Rye,3065
2011,1,ROT1,NIT1,TIL2,Corn,1829
2012,1,ROT1,NIT1,TIL2,Corn,462
2013,1,ROT1,NIT1,TIL2,Corn,10443
2014,1,ROT1,NIT1,TIL2,Corn,5107
2015,1,ROT1,NIT1,TIL2,Corn,3239
2011,2,ROT38,NIT2,TIL1,Corn w/ Rye,3609
2012,2,ROT38,NIT2,TIL1,Corn w/ Rye,1717
2013,2,ROT38,NIT2,TIL1,Corn w/ Rye,3567
2014,2,ROT38,NIT2,TIL1,Corn w/ Rye,6579
2015,2,ROT38,NIT2,TIL1,Corn w/ Rye,1762
2011,2,ROT1,NIT3,TIL1,Corn,3905
2012,2,ROT1,NIT3,TIL1,Corn,1834
2013,2,ROT1,NIT3,TIL1,Corn,6614
2014,2,ROT1,NIT3,TIL1,Corn,4383
2015,2,ROT1,NIT3,TIL1,Corn,6815
2011,2,ROT1,NIT3,TIL2,Corn,4172
2012,2,ROT1,NIT3,TIL2,Corn,338
2013,2,ROT1,NIT3,TIL2,Corn,8686
2014,2,ROT1,NIT3,TIL2,Corn,6115
2015,2,ROT1,NIT3,TIL2,Corn,7676
2011,2,ROT1,NIT4,TIL2,Corn,3444
2012,2,ROT1,NIT4,TIL2,Corn,2665
2013,2,ROT1,NIT4,TIL2,Corn,5584
2014,2,ROT1,NIT4,TIL2,Corn,1796
2015,2,ROT1,NIT4,TIL2,Corn,4336
2011,2,ROT38,NIT3,TIL1,Corn w/ Rye,4238
2012,2,ROT38,NIT3,TIL1,Corn w/ Rye,994
2013,2,ROT38,NIT3,TIL1,Corn w/ Rye,7274
2014,2,ROT38,NIT3,TIL1,Corn w/ Rye,4978
2015,2,ROT38,NIT3,TIL1,Corn w/ Rye,5594
2011,2,ROT1,NIT2,TIL1,Corn,4083
2012,2,ROT1,NIT2,TIL1,Corn,1270
2013,2,ROT1,NIT2,TIL1,Corn,5908
2014,2,ROT1,NIT2,TIL1,Corn,1784
2015,2,ROT1,NIT2,TIL1,Corn,1497
2011,2,ROT1,NIT4,TIL1,Corn,3359
2012,2,ROT1,NIT4,TIL1,Corn,1871
2013,2,ROT1,NIT4,TIL1,Corn,4226
2014,2,ROT1,NIT4,TIL1,Corn,3437
2015,2,ROT1,NIT4,TIL1,Corn,3947
2011,2,ROT38,NIT1,TIL1,Corn w/ Rye,1782
2012,2,ROT38,NIT1,TIL1,Corn w/ Rye,382
2013,2,ROT38,NIT1,TIL1,Corn w/ Rye,1832
2014,2,ROT38,NIT1,TIL1,Corn w/ Rye,1410
2015,2,ROT38,NIT1,TIL1,Corn w/ Rye,1263
2011,2,ROT1,NIT1,TIL1,Corn,1917
2012,2,ROT1,NIT1,TIL1,Corn,789
2013,2,ROT1,NIT1,TIL1,Corn,1739
2014,2,ROT1,NIT1,TIL1,Corn,7017
2015,2,ROT1,NIT1,TIL1,Corn,918
2011,2,ROT1,NIT2,TIL2,Corn,3679
2012,2,ROT1,NIT2,TIL2,Corn,774
2013,2,ROT1,NIT2,TIL2,Corn,9116
2014,2,ROT1,NIT2,TIL2,Corn,6247
2015,2,ROT1,NIT2,TIL2,Corn,1716
2011,2,ROT38,NIT2,TIL2,Corn w/ Rye,3632
2012,2,ROT38,NIT2,TIL2,Corn w/ Rye,758
2013,2,ROT38,NIT2,TIL2,Corn w/ Rye,3497
2014,2,ROT38,NIT2,TIL2,Corn w/ Rye,6761
2015,2,ROT38,NIT2,TIL2,Corn w/ Rye,1151
2011,2,ROT1,NIT1,TIL2,Corn,1735
2012,2,ROT1,NIT1,TIL2,Corn,2944
2013,2,ROT1,NIT1,TIL2,Corn,4090
2014,2,ROT1,NIT1,TIL2,Corn,2851
2015,2,ROT1,NIT1,TIL2,Corn,992
2011,2,ROT38,NIT4,TIL2,Corn w/ Rye,3762
2012,2,ROT38,NIT4,TIL2,Corn w/ Rye,1114
2013,2,ROT38,NIT4,TIL2,Corn w/ Rye,3400
2014,2,ROT38,NIT4,TIL2,Corn w/ Rye,3489
2015,2,ROT38,NIT4,TIL2,Corn w/ Rye,2381
2011,2,ROT38,NIT1,TIL2,Corn w/ Rye,2244
2012,2,ROT38,NIT1,TIL2,Corn w/ Rye,549
2013,2,ROT38,NIT1,TIL2,Corn w/ Rye,3217
2014,2,ROT38,NIT1,TIL2,Corn w/ Rye,1064
2015,2,ROT38,NIT1,TIL2,Corn w/ Rye,789
2011,2,ROT38,NIT4,TIL1,Corn w/ Rye,3489
2012,2,ROT38,NIT4,TIL1,Corn w/ Rye,2356
2013,2,ROT38,NIT4,TIL1,Corn w/ Rye,3722
2014,2,ROT38,NIT4,TIL1,Corn w/ Rye,1672
2015,2,ROT38,NIT4,TIL1,Corn w/ Rye,2993
2011,2,ROT38,NIT3,TIL2,Corn w/ Rye,4633
2012,2,ROT38,NIT3,TIL2,Corn w/ Rye,1362
2013,2,ROT38,NIT3,TIL2,Corn w/ Rye,5052
2014,2,ROT38,NIT3,TIL2,Corn w/ Rye,4703
2015,2,ROT38,NIT3,TIL2,Corn w/ Rye,5303
2011,3,ROT1,NIT2,TIL1,Corn,3085
2012,3,ROT1,NIT2,TIL1,Corn,0
2013,3,ROT1,NIT2,TIL1,Corn,5619
2014,3,ROT1,NIT2,TIL1,Corn,2319
2015,3,ROT1,NIT2,TIL1,Corn,1398
2011,3,ROT1,NIT3,TIL1,Corn,2187
2012,3,ROT1,NIT3,TIL1,Corn,44
2013,3,ROT1,NIT3,TIL1,Corn,7372
2014,3,ROT1,NIT3,TIL1,Corn,3049
2015,3,ROT1,NIT3,TIL1,Corn,5948
2011,3,ROT1,NIT2,TIL2,Corn,3434
2012,3,ROT1,NIT2,TIL2,Corn,215
2013,3,ROT1,NIT2,TIL2,Corn,9265
2014,3,ROT1,NIT2,TIL2,Corn,7587
2015,3,ROT1,NIT2,TIL2,Corn,1806
2011,3,ROT38,NIT3,TIL1,Corn w/ Rye,3877
2012,3,ROT38,NIT3,TIL1,Corn w/ Rye,814
2013,3,ROT38,NIT3,TIL1,Corn w/ Rye,7003
2014,3,ROT38,NIT3,TIL1,Corn w/ Rye,6475
2015,3,ROT38,NIT3,TIL1,Corn w/ Rye,6459
2011,3,ROT38,NIT2,TIL2,Corn w/ Rye,3455
2012,3,ROT38,NIT2,TIL2,Corn w/ Rye,1002
2013,3,ROT38,NIT2,TIL2,Corn w/ Rye,4354
2014,3,ROT38,NIT2,TIL2,Corn w/ Rye,7984
2015,3,ROT38,NIT2,TIL2,Corn w/ Rye,1082
2011,3,ROT38,NIT4,TIL2,Corn w/ Rye,3670
2012,3,ROT38,NIT4,TIL2,Corn w/ Rye,388
2013,3,ROT38,NIT4,TIL2,Corn w/ Rye,4564
2014,3,ROT38,NIT4,TIL2,Corn w/ Rye,1624
2015,3,ROT38,NIT4,TIL2,Corn w/ Rye,2062
2011,3,ROT1,NIT4,TIL2,Corn,3087
2012,3,ROT1,NIT4,TIL2,Corn,171
2013,3,ROT1,NIT4,TIL2,Corn,6645
2014,3,ROT1,NIT4,TIL2,Corn,2400
2015,3,ROT1,NIT4,TIL2,Corn,3760
2011,3,ROT1,NIT4,TIL1,Corn,3301
2012,3,ROT1,NIT4,TIL1,Corn,641
2013,3,ROT1,NIT4,TIL1,Corn,5745
2014,3,ROT1,NIT4,TIL1,Corn,1869
2015,3,ROT1,NIT4,TIL1,Corn,3273
2011,3,ROT38,NIT1,TIL2,Corn w/ Rye,2273
2012,3,ROT38,NIT1,TIL2,Corn w/ Rye,1078
2013,3,ROT38,NIT1,TIL2,Corn w/ Rye,2903
2014,3,ROT38,NIT1,TIL2,Corn w/ Rye,1688
2015,3,ROT38,NIT1,TIL2,Corn w/ Rye,740
2011,3,ROT38,NIT1,TIL1,Corn w/ Rye,2269
2012,3,ROT38,NIT1,TIL1,Corn w/ Rye,786
2013,3,ROT38,NIT1,TIL1,Corn w/ Rye,2149
2014,3,ROT38,NIT1,TIL1,Corn w/ Rye,1102
2015,3,ROT38,NIT1,TIL1,Corn w/ Rye,1423
2011,3,ROT38,NIT4,TIL1,Corn w/ Rye,3453
2012,3,ROT38,NIT4,TIL1,Corn w/ Rye,645
2013,3,ROT38,NIT4,TIL1,Corn w/ Rye,3976
2014,3,ROT38,NIT4,TIL1,Corn w/ Rye,2854
2015,3,ROT38,NIT4,TIL1,Corn w/ Rye,2102
2011,3,ROT1,NIT1,TIL2,Corn,1738
2012,3,ROT1,NIT1,TIL2,Corn,98
2013,3,ROT1,NIT1,TIL2,Corn,5378
2014,3,ROT1,NIT1,TIL2,Corn,2107
2015,3,ROT1,NIT1,TIL2,Corn,1125
2011,3,ROT1,NIT3,TIL2,Corn,4456
2012,3,ROT1,NIT3,TIL2,Corn,534
2013,3,ROT1,NIT3,TIL2,Corn,7205
2014,3,ROT1,NIT3,TIL2,Corn,3694
2015,3,ROT1,NIT3,TIL2,Corn,6471
2011,3,ROT1,NIT1,TIL1,Corn,1864
2012,3,ROT1,NIT1,TIL1,Corn,2398
2013,3,ROT1,NIT1,TIL1,Corn,2121
2014,3,ROT1,NIT1,TIL1,Corn,7307
2015,3,ROT1,NIT1,TIL1,Corn,1197
2011,3,ROT38,NIT2,TIL1,Corn w/ Rye,4024
2012,3,ROT38,NIT2,TIL1,Corn w/ Rye,3419
2013,3,ROT38,NIT2,TIL1,Corn w/ Rye,3990
2014,3,ROT38,NIT2,TIL1,Corn w/ Rye,5759
2015,3,ROT38,NIT2,TIL1,Corn w/ Rye,2288
2011,3,ROT38,NIT3,TIL2,Corn w/ Rye,4220
2012,3,ROT38,NIT3,TIL2,Corn w/ Rye,1868
2013,3,ROT38,NIT3,TIL2,Corn w/ Rye,4819
2014,3,ROT38,NIT3,TIL2,Corn w/ Rye,5695
2015,3,ROT38,NIT3,TIL2,Corn w/ Rye,2128
2011,4,ROT1,NIT2,TIL1,Corn,3276
2012,4,ROT1,NIT2,TIL1,Corn,3738
2013,4,ROT1,NIT2,TIL1,Corn,10465
2014,4,ROT1,NIT2,TIL1,Corn,4611
2015,4,ROT1,NIT2,TIL1,Corn,3508
2011,4,ROT1,NIT1,TIL1,Corn,2999
2012,4,ROT1,NIT1,TIL1,Corn,1587
2013,4,ROT1,NIT1,TIL1,Corn,12856
2014,4,ROT1,NIT1,TIL1,Corn,15597
2015,4,ROT1,NIT1,TIL1,Corn,3842
2011,4,ROT38,NIT3,TIL1,Corn w/ Rye,4133
2012,4,ROT38,NIT3,TIL1,Corn w/ Rye,626
2013,4,ROT38,NIT3,TIL1,Corn w/ Rye,4136
2014,4,ROT38,NIT3,TIL1,Corn w/ Rye,9842
2015,4,ROT38,NIT3,TIL1,Corn w/ Rye,13831
2011,4,ROT38,NIT1,TIL1,Corn w/ Rye,1678
2012,4,ROT38,NIT1,TIL1,Corn w/ Rye,409
2013,4,ROT38,NIT1,TIL1,Corn w/ Rye,4382
2014,4,ROT38,NIT1,TIL1,Corn w/ Rye,3601
2015,4,ROT38,NIT1,TIL1,Corn w/ Rye,3773
2011,4,ROT38,NIT2,TIL2,Corn w/ Rye,3602
2012,4,ROT38,NIT2,TIL2,Corn w/ Rye,704
2013,4,ROT38,NIT2,TIL2,Corn w/ Rye,4289
2014,4,ROT38,NIT2,TIL2,Corn w/ Rye,7807
2015,4,ROT38,NIT2,TIL2,Corn w/ Rye,1565
2011,4,ROT38,NIT2,TIL1,Corn w/ Rye,3505
2012,4,ROT38,NIT2,TIL1,Corn w/ Rye,1696
2013,4,ROT38,NIT2,TIL1,Corn w/ Rye,7732
2014,4,ROT38,NIT2,TIL1,Corn w/ Rye,15315
2015,4,ROT38,NIT2,TIL1,Corn w/ Rye,3975
2011,4,ROT1,NIT3,TIL2,Corn,4102
2012,4,ROT1,NIT3,TIL2,Corn,1010
2013,4,ROT1,NIT3,TIL2,Corn,16005
2014,4,ROT1,NIT3,TIL2,Corn,9147
2015,4,ROT1,NIT3,TIL2,Corn,12811
2011,4,ROT1,NIT1,TIL2,Corn,1961
2012,4,ROT1,NIT1,TIL2,Corn,433
2013,4,ROT1,NIT1,TIL2,Corn,8503
2014,4,ROT1,NIT1,TIL2,Corn,4487
2015,4,ROT1,NIT1,TIL2,Corn,3762
2011,4,ROT38,NIT3,TIL2,Corn w/ Rye,4619
2012,4,ROT38,NIT3,TIL2,Corn w/ Rye,339
2013,4,ROT38,NIT3,TIL2,Corn w/ Rye,4199
2014,4,ROT38,NIT3,TIL2,Corn w/ Rye,3199
2015,4,ROT38,NIT3,TIL2,Corn w/ Rye,5363
2011,4,ROT38,NIT4,TIL2,Corn w/ Rye,3562
2012,4,ROT38,NIT4,TIL2,Corn w/ Rye,144
2013,4,ROT38,NIT4,TIL2,Corn w/ Rye,3210
2014,4,ROT38,NIT4,TIL2,Corn w/ Rye,1340
2015,4,ROT38,NIT4,TIL2,Corn w/ Rye,3161
2011,4,ROT1,NIT4,TIL1,Corn,3499
2012,4,ROT1,NIT4,TIL1,Corn,551
2013,4,ROT1,NIT4,TIL1,Corn,7364
2014,4,ROT1,NIT4,TIL1,Corn,4380
2015,4,ROT1,NIT4,TIL1,Corn,10106
2011,4,ROT38,NIT4,TIL1,Corn w/ Rye,2880
2012,4,ROT38,NIT4,TIL1,Corn w/ Rye,239
2013,4,ROT38,NIT4,TIL1,Corn w/ Rye,6962
2014,4,ROT38,NIT4,TIL1,Corn w/ Rye,3224
2015,4,ROT38,NIT4,TIL1,Corn w/ Rye,7548
2011,4,ROT38,NIT1,TIL2,Corn w/ Rye,1461
2012,4,ROT38,NIT1,TIL2,Corn w/ Rye,637
2013,4,ROT38,NIT1,TIL2,Corn w/ Rye,1856
2014,4,ROT38,NIT1,TIL2,Corn w/ Rye,896
2015,4,ROT38,NIT1,TIL2,Corn w/ Rye,739
2011,4,ROT1,NIT3,TIL1,Corn,3761
2012,4,ROT1,NIT3,TIL1,Corn,425
2013,4,ROT1,NIT3,TIL1,Corn,13116
2014,4,ROT1,NIT3,TIL1,Corn,6904
2015,4,ROT1,NIT3,TIL1,Corn,11149
