"","year","campaign","date","treatment","replicate","station","species","total_biomass_estimated","c_input_crop","c_input_cover","c_input_weedy","compilation_biomass"
"16","2021","Harvest","2021-10-12","T4","R2","S4","Glycine max L. (*)",4587.34,1278.4381875,908.75475,613.615,6901.84
"17","2021","Harvest","2021-10-12","T4","R4","S1","Glycine max L. (*)",3942.7,1244.44879615385,994.224375,354.96,6620.7
"18","2021","Harvest","2021-10-12","T4","R4","S2","Glycine max L. (*)",3978.4,1077.98912307692,1239.148125,477.1475,6553.1
"19","2021","Harvest","2021-10-12","T3","R5","S2","Glycine max L. (*)",5277.9,1947.71766634615,1109.30625,258.4,8805.8
"20","2021","Harvest","2021-10-12","T4","R5","S2","Glycine max L. (*)",2387.7,786.219724038462,715.39875,164.305,3924.6
"21","2021","Harvest","2021-10-12","T3","R5","S4","Glycine max L. (*)",5097.44,1960.55087019231,1004.925375,189.21,8105.64
"22","2021","Harvest","2021-10-12","T3","R6","S3","Glycine max L. (*)",4469.7,1509.38935961538,571.95,414.5875,6906.1
"23","2021","Harvest","2021-10-12","T4","R2","S1","Glycine max L. (*)",4364.24,812.118617307692,1551.967875,826.4975,5987.54
"24","2021","Harvest","2021-10-12","T3","R5","S5","Glycine max L. (*)",3984.54,1366.82920384615,784.21725,299.5825,6138.54
"25","2021","Harvest","2021-10-12","T3","R6","S1","Glycine max L. (*)",4928,1784.00132307692,452.48625,380.375,7881.3
"26","2021","Harvest","2021-10-12","T4","R3","S4","Glycine max L. (*)",5366.84,1247.05263461538,1136.842875,931.5575,7915.54
"27","2021","Harvest","2021-10-12","T3","R6","S5","Glycine max L. (*)",6409.1,2409.387525,508.528125,427.89,10417.9
"28","2021","Harvest","2021-10-12","T3","R6","S4","Glycine max L. (*)",4333.04,1577.87961057692,565.815375,295.035,6847.24
"29","2021","Harvest","2021-10-12","T3","R5","S1","Glycine max L. (*)",4691.74,1581.59937980769,995.931,364.82,7629.44
"30","2021","Harvest","2021-10-12","T4","R4","S5","Glycine max L. (*)",4150.94,1418.34800769231,1203.95475,245.8625,7142.94
"31","2021","Harvest","2021-10-12","T4","R5","S3","Glycine max L. (*)",2377.7,714.986143269231,901.513125,190.8675,3842.8
"32","2021","Harvest","2021-10-12","T4","R5","S5","Glycine max L. (*)",3657.74,1192.51151826923,744.0885,327.42,6257.04
"33","2021","Harvest","2021-10-12","T4","R3","S2","Glycine max L. (*)",4906.2,1383.42867403846,781.126875,676.685,7918.5
"34","2021","Harvest","2021-10-12","T4","R2","S2","Glycine max L. (*)",4398.3,1085.61465,676.423125,752.335,6443
"35","2021","Harvest","2021-10-12","T3","R6","S2","Glycine max L. (*)",5097.4,1788.23256057692,678.268125,406.895,8127.4
"36","2021","Harvest","2021-10-11","T3","R2","S2","Glycine max L. (*)",5273.9,1683.33506826923,208.485,664.36,8149.5
"37","2021","Harvest","2021-10-11","T3","R1","S4","Glycine max L. (*)",5792.6,1812.41106057692,974.390625,625.685,8006.4
"38","2021","Harvest","2021-10-11","T3","R3","S5","Glycine max L. (*)",4172.8,1500.18293076923,493.99875,311.185,6568.3
"39","2021","Harvest","2021-10-11","T3","R4","S5","Glycine max L. (*)",3955.8,1400.72560096154,800.73,253.3425,6247.1
"40","2021","Harvest","2021-10-11","T3","R4","S4","Glycine max L. (*)",3747.9,1350.92719038462,941.180625,184.62,5966.6
"41","2021","Harvest","2021-10-11","T3","R4","S1","Glycine max L. (*)",4923.7,1720.67225192308,1157.27625,306.5525,7914.2
"42","2021","Harvest","2021-10-11","T4","R1","S2","Glycine max L. (*)",5058.4,1699.05109326923,718.858125,464.355,8426.5
"43","2021","Harvest","2021-10-11","T4","R1","S5","Glycine max L. (*)",5021.1,1509.52885096154,544.966875,653.7775,8046
"44","2021","Harvest","2021-10-11","T3","R4","S2","Glycine max L. (*)",4877,1394.21600480769,756.680625,658.92,6634.6
"45","2021","Harvest","2021-10-11","T3","R3","S2","Glycine max L. (*)",5433.1,1676.31400384615,436.80375,696.3625,7744.4
"46","2021","Harvest","2021-10-11","T3","R3","S1","Glycine max L. (*)",4869.74,1403.74791346154,1175.126625,570.01,7391.74
"47","2021","Harvest","2021-10-11","T3","R2","S4","Glycine max L. (*)",3793.44,1242.40292307692,742.474125,339.7875,5829.84
"48","2021","Harvest","2021-10-11","T3","R2","S1","Glycine max L. (*)",5167.4,1870.29996923077,586.479375,378.5475,8260.9
"49","2021","Harvest","2021-10-11","T4","R1","S3","Glycine max L. (*)",3990.8,1534.91627596154,833.94,139.4425,7423.3
"50","2021","Harvest","2021-10-11","T4","R1","S4","Glycine max L. (*)",7149.6,895.534442307692,928.035,2049.01,9045.9
"51","2021","Harvest","2021-10-11","T3","R1","S1","Glycine max L. (*)",4629.5,1627.25954711538,666.50625,357.34,6688.8
"52","2021","Harvest","2021-10-11","T3","R1","S3","Glycine max L. (*)",4399.8,1585.45864038462,544.505625,320.4075,7123.1
"53","2021","Harvest","2021-10-11","T3","R3","S4","Glycine max L. (*)",6463.2,2437.23929711538,785.97,374.2975,10357.5
"54","2021","Harvest","2021-10-11","T3","R4","S3","Glycine max L. (*)",4912.2,1696.95872307692,978.080625,356.3625,8081.3
"55","2021","Harvest","2021-10-11","T3","R1","S5","Glycine max L. (*)",4474.7,1562.02409423077,648.286875,354.535,6825.2
"56","2021","Harvest","2021-10-11","T4","R1","S1","Glycine max L. (*)",4564.5,1674.31462788462,782.971875,265.2425,7739.6
"57","2021","Harvest","2021-10-11","T3","R2","S5","Glycine max L. (*)",6012.24,2269.57069903846,975.405375,300.985,9717.24
"58","2021","Harvest","2021-10-11","T3","R2","S3","Glycine max L. (*)",6582.3,2482.89946442308,528.5925,430.61,10830.1
"59","2021","Harvest","2021-10-11","T3","R1","S2","Glycine max L. (*)",3436.1,1033.90985769231,379.1475,445.4425,5201.9
"60","2021","Harvest","2021-10-11","T3","R3","S3","Glycine max L. (*)",3869.54,1115.79127788462,673.747875,500.5225,5547.54
"61","2021","Harvest","2021-09-27","T2","R6","S4","Glycine max L. (*)",NA,1977.89429423077,NA,261.8425,8501.4
"62","2021","Harvest","2021-09-27","T1","R6","S5","Glycine max L. (*)",NA,2150.25910096154,NA,201.1525,9649.5
"63","2021","Harvest","2021-09-27","T1","R6","S1","Glycine max L. (*)",NA,1809.06326826923,NA,143.905,9320.4
"64","2021","Harvest","2021-09-27","T2","R6","S3","Glycine max L. (*)",NA,1374.45473076923,NA,239.4875,5980.7
"65","2021","Harvest","2021-09-27","T1","R6","S4","Glycine max L. (*)",NA,1678.17388846154,NA,164.73,8328.9
"66","2021","Harvest","2021-09-27","T2","R6","S1","Glycine max L. (*)",NA,1794.60266538462,NA,202.0875,8732
"67","2021","Harvest","2021-09-27","T1","R6","S2","Glycine max L. (*)",NA,1522.54804326923,NA,151.6825,7966.6
"68","2021","Harvest","2021-09-27","T2","R6","S5","Glycine max L. (*)",NA,1513.01613461538,NA,157.25,6495.4
"69","2021","Harvest","2021-09-27","T2","R6","S2","Glycine max L. (*)",NA,2182.48160192308,NA,305.15,9486.2
"70","2021","Harvest","2021-09-27","T1","R6","S3","Glycine max L. (*)",NA,1744.89724903846,NA,219.13,8853.3
"71","2021","Harvest","2021-09-24","T1","R5","S3","Glycine max L. (*)",NA,1775.53884807692,NA,97.1975,8975.2
"72","2021","Harvest","2021-09-24","T2","R5","S5","Glycine max L. (*)",NA,1675.89552980769,NA,258.3575,7623.2
"73","2021","Harvest","2021-09-24","T1","R5","S4","Glycine max L. (*)",NA,1946.64823269231,NA,68.85,9879.8
"74","2021","Harvest","2021-09-24","T2","R4","S2","Glycine max L. (*)",NA,1858.35021057692,NA,223.295,8525.5
"75","2021","Harvest","2021-09-24","T2","R4","S4","Glycine max L. (*)",NA,2085.44212211539,NA,267.1975,9276.8
"76","2021","Harvest","2021-09-24","T2","R3","S3","Glycine max L. (*)",NA,1940.97558461538,NA,169.065,9033.8
"77","2021","Harvest","2021-09-24","T2","R4","S1","Glycine max L. (*)",NA,1515.48048173077,NA,155.8475,7299
"78","2021","Harvest","2021-09-24","T2","R5","S1","Glycine max L. (*)",NA,1795.67209903846,NA,332.4775,8197.4
"79","2021","Harvest","2021-09-24","T1","R4","S1","Glycine max L. (*)",NA,2016.11492307692,NA,44.625,9481.7
"80","2021","Harvest","2021-09-24","T1","R4","S4","Glycine max L. (*)",NA,1751.26735384615,NA,193.8,8837.4
"81","2021","Harvest","2021-09-24","T2","R5","S4","Glycine max L. (*)",NA,1803.39062019231,NA,242.25,8035.8
"82","2021","Harvest","2021-09-24","T1","R5","S2","Glycine max L. (*)",NA,2038.01506442308,NA,220.8725,8716.9
"83","2021","Harvest","2021-09-24","T2","R3","S1","Glycine max L. (*)",NA,1694.77335865385,NA,220.8725,6975.8
"84","2021","Harvest","2021-09-24","T1","R5","S1","Glycine max L. (*)",NA,1845.98197788462,NA,201.45,8863.7
"85","2021","Harvest","2021-09-24","T1","R4","S5","Glycine max L. (*)",NA,1860.30308942308,NA,131.3675,9084.5
"86","2021","Harvest","2021-09-24","T1","R4","S2","Glycine max L. (*)",NA,2048.70940096154,NA,197.965,10642.9
"87","2021","Harvest","2021-09-24","T2","R4","S5","Glycine max L. (*)",NA,2068.14519519231,NA,268.9825,8811
"88","2021","Harvest","2021-09-24","T2","R5","S2","Glycine max L. (*)",NA,1539.05451923077,NA,300.5175,6834.9
"89","2021","Harvest","2021-09-24","T2","R5","S3","Glycine max L. (*)",NA,1154.47687788462,NA,165.7925,5321.3
"90","2021","Harvest","2021-09-24","T1","R5","S5","Glycine max L. (*)",NA,1997.88805384615,NA,136.935,9700.7
"91","2021","Harvest","2021-09-24","T2","R3","S2","Glycine max L. (*)",NA,1959.80691634615,NA,124.7375,8575.3
"92","2021","Harvest","2021-09-24","T2","R4","S3","Glycine max L. (*)",NA,1693.14595961538,NA,118.66,7650.7
"93","2021","Harvest","2021-09-24","T2","R3","S4","Glycine max L. (*)",NA,1529.01114230769,NA,215.475,6918.5
"94","2021","Harvest","2021-09-24","T2","R3","S5","Glycine max L. (*)",NA,1763.44959807692,NA,173.3575,8491.2
"95","2021","Harvest","2021-09-24","T1","R4","S3","Glycine max L. (*)",NA,2037.36410480769,NA,116.6625,10169.2
"96","2021","Harvest","2021-09-22","T1","R3","S3","Glycine max L. (*)",NA,1522.6410375,NA,135.745,8987
"97","2021","Harvest","2021-09-22","T1","R3","S4","Glycine max L. (*)",NA,2401.66900384615,NA,114.5375,10866.4
"98","2021","Harvest","2021-09-22","T1","R2","S5","Glycine max L. (*)",NA,1976.73186634615,NA,143.14,9646
"99","2021","Harvest","2021-09-22","T2","R2","S1","Glycine max L. (*)",NA,1586.80705673077,NA,198.815,7392.7
"100","2021","Harvest","2021-09-22","T1","R3","S5","Glycine max L. (*)",NA,2252.04128653846,NA,273.8275,11183.7
"101","2021","Harvest","2021-09-22","T2","R2","S2","Glycine max L. (*)",NA,1373.75727403846,NA,193.29,6868.9
"102","2021","Harvest","2021-09-22","T2","R2","S3","Glycine max L. (*)",NA,1656.78521538462,NA,187.1275,7786.9
"103","2021","Harvest","2021-09-22","T1","R3","S1","Glycine max L. (*)",NA,1812.82953461539,NA,97.75,9820.2
"104","2021","Harvest","2021-09-22","T1","R2","S4","Glycine max L. (*)",NA,1897.31479326923,NA,115.94,9261.3
"105","2021","Harvest","2021-09-22","T1","R2","S2","Glycine max L. (*)",NA,2061.17062788462,NA,244.46,9831.9
"106","2021","Harvest","2021-09-22","T1","R2","S3","Glycine max L. (*)",NA,2048.33742403846,NA,39.695,10643.9
"107","2021","Harvest","2021-09-22","T2","R2","S4","Glycine max L. (*)",NA,2066.51779615385,NA,155.9325,9731.8
"108","2021","Harvest","2021-09-22","T1","R2","S1","Glycine max L. (*)",NA,1841.51825480769,NA,27.8375,8913.4
"109","2021","Harvest","2021-09-22","T1","R3","S2","Glycine max L. (*)",NA,1975.84842115385,NA,227.46,9304.5
"110","2021","Harvest","2021-09-22","T2","R2","S5","Glycine max L. (*)",NA,1840.30932980769,NA,73.185,9081.5
"111","2021","Harvest","2021-09-21","T2","R1","S3","Glycine max L. (*)",NA,1484.46690576923,NA,245.735,7421.5
"112","2021","Harvest","2021-09-21","T1","R1","S5","Glycine max L. (*)",NA,1767.40185288462,NA,135.1925,8759.7
"113","2021","Harvest","2021-09-21","T2","R1","S2","Glycine max L. (*)",NA,1526.73278365385,NA,200.4725,7128.8
"114","2021","Harvest","2021-09-21","T1","R1","S3","Glycine max L. (*)",NA,1810.59767307692,NA,104.3375,8497.8
"115","2021","Harvest","2021-09-21","T1","R1","S1","Glycine max L. (*)",NA,1428.90285288462,NA,248.0725,7719.2
"116","2021","Harvest","2021-09-21","T1","R1","S2","Glycine max L. (*)",NA,1497.90457211538,NA,167.705,8323.7
"117","2021","Harvest","2021-09-21","T2","R1","S4","Glycine max L. (*)",NA,1906.98619326923,NA,236.6825,9249.3
"118","2021","Harvest","2021-09-21","T2","R1","S5","Glycine max L. (*)",NA,1934.18700576923,NA,118.32,8655.3
"119","2021","Harvest","2021-09-21","T1","R1","S4","Glycine max L. (*)",NA,1793.11475769231,NA,211.8625,8868.7
"120","2021","Harvest","2021-09-21","T2","R1","S1","Glycine max L. (*)",NA,2128.26596538461,NA,258.6125,9961.5
"121","2020","Harvest","2020-10-29","T3","R5","S4","Zea mays L. (*)",12983.2,4556.55925531915,315.968108108108,791.69,23831.7
"122","2020","Harvest","2020-10-29","T3","R5","S1","Zea mays L. (*)",10770.4,3548.18465425532,468.746756756757,751.6975,20081.5
"123","2020","Harvest","2020-10-29","T3","R5","S5","Zea mays L. (*)",10121.34,3646.25856382979,487.512243243243,366.3075,19821.74
"124","2020","Harvest","2020-10-29","T3","R6","S5","Zea mays L. (*)",8851.9,2991.74696808511,170.411959459459,683.145,16906.2
"125","2020","Harvest","2020-10-29","T4","R5","S3","Zea mays L. (*)",7398.6,3250.38,692.839459459459,60.605,12441.6
"126","2020","Harvest","2020-10-29","T3","R6","S2","Zea mays L. (*)",9092,3182.53906914894,286.167162162162,520.3275,17694.7
"127","2020","Harvest","2020-10-29","T4","R6","S2","Zea mays L. (*)",5351.14,1687.4025,870.630081081081,339.575,8982.94
"128","2020","Harvest","2020-10-29","T4","R6","S1","Zea mays L. (*)",6598.8,2602.53,819.981486486486,162.095,10509.9
"129","2020","Harvest","2020-10-29","T3","R6","S1","Zea mays L. (*)",9607,3231.04045212766,76.1941216216216,828.24,17641.6
"130","2020","Harvest","2020-10-29","T4","R5","S1","Zea mays L. (*)",7767,3474.87,684.120405405405,41.14,13253.6
"131","2020","Harvest","2020-10-29","T4","R6","S4","Zea mays L. (*)",6382.74,2281.0725,595.329202702703,477.2325,10762.04
"132","2020","Harvest","2020-10-29","T4","R5","S5","Zea mays L. (*)",9270.1,3950.7825,1103.41581081081,20.825,14818.3
"133","2020","Harvest","2020-10-29","T3","R5","S3","Zea mays L. (*)",9514.84,3259.27579787234,465.909810810811,506.515,17683.14
"134","2020","Harvest","2020-10-29","T4","R5","S2","Zea mays L. (*)",7106,3050.145,769.87945945946,48.025,11779
"135","2020","Harvest","2020-10-29","T4","R5","S4","Zea mays L. (*)",10812.3,4773.615,891.881148648648,148.325,18159.2
"136","2020","Harvest","2020-10-29","T3","R5","S2","Zea mays L. (*)",9872.74,3223.92805851064,762.227513513513,500.14,18515.24
"137","2020","Harvest","2020-10-29","T3","R6","S3","Zea mays L. (*)",9759.8,3161.24473404255,201.319054054054,880.685,17858.3
"138","2020","Harvest","2020-10-29","T3","R6","S4","Zea mays L. (*)",8912.9,2681.75800531915,207.500472972973,992.3325,15893.5
"139","2020","Harvest","2020-10-29","T4","R6","S3","Zea mays L. (*)",6528.74,2519.475,683.495756756757,288.7025,10772.04
"140","2020","Harvest","2020-10-29","T4","R6","S5","Zea mays L. (*)",7591.34,2585.6775,686.749135135135,684.59,11778.44
"141","2020","Harvest","2020-10-28","T3","R2","S4","Zea mays L. (*)",11263.54,3845.83404255319,452.961364864865,676.345,20284.04
"142","2020","Harvest","2020-10-28","T4","R4","S4","Zea mays L. (*)",6375.24,2673.0375,670.612378378378,107.5675,10534.74
"143","2020","Harvest","2020-10-28","T4","R3","S1","Zea mays L. (*)",6318.74,2392.11,836.014135135135,202.9375,10293.64
"144","2020","Harvest","2020-10-28","T3","R2","S1","Zea mays L. (*)",10592,4051.27938829787,451.308648648649,188.2325,19898.1
"145","2020","Harvest","2020-10-28","T4","R1","S5","Zea mays L. (*)",11903.64,4815.5625,963.351364864865,531.505,18530.34
"146","2020","Harvest","2020-10-28","T4","R2","S5","Zea mays L. (*)",10004.7,4399.1325,919.599932432432,90.1425,15786.5
"147","2020","Harvest","2020-10-28","T4","R4","S2","Zea mays L. (*)",9190.44,4126.3425,623.047986486486,158.61,15887.34
"148","2020","Harvest","2020-10-28","T3","R4","S1","Zea mays L. (*)",11207.44,3831.00941489362,902.317986486486,373.7025,19906.14
"149","2020","Harvest","2020-10-28","T3","R3","S3","Zea mays L. (*)",12227.4,4607.28861702128,407.778445945946,360.1875,23030.9
"150","2020","Harvest","2020-10-28","T4","R4","S1","Zea mays L. (*)",9142.74,4235.91,476.64595945946,145.265,15283.84
"151","2020","Harvest","2020-10-28","T4","R3","S4","Zea mays L. (*)",11191.68,4620.9975,1191.37414864865,237.49,17691.58
"152","2020","Harvest","2020-10-28","T3","R4","S4","Zea mays L. (*)",11277.14,3920.00002659574,838.2915,356.8725,19839.94
"153","2020","Harvest","2020-10-28","T4","R3","S5","Zea mays L. (*)",10378.58,4351.0425,1338.68712162162,14.2375,16148.18
"154","2020","Harvest","2020-10-28","T3","R2","S5","Zea mays L. (*)",11860.04,4244.94215425532,405.787378378378,564.7825,22807.74
"155","2020","Harvest","2020-10-28","T4","R1","S2","Zea mays L. (*)",7990.04,3497.2875,671.848662162162,125.8,13505.04
"156","2020","Harvest","2020-10-28","T3","R4","S3","Zea mays L. (*)",10312.94,3596.64319148936,659.87622972973,384.37,18520.84
"157","2020","Harvest","2020-10-28","T3","R1","S5","Zea mays L. (*)",10824.94,3747.11744680851,738.868256756757,401.115,20178.54
"158","2020","Harvest","2020-10-28","T3","R4","S5","Zea mays L. (*)",12299.64,4556.13079787234,660.591972972973,276.505,23101.64
"159","2020","Harvest","2020-10-28","T4","R4","S3","Zea mays L. (*)",11049.14,5140.17,744.203797297297,48.705,19123.64
"160","2020","Harvest","2020-10-28","T3","R3","S4","Zea mays L. (*)",8319.14,2722.11869680851,709.392648648649,372.13,15460.14
"161","2020","Harvest","2020-10-28","T3","R1","S2","Zea mays L. (*)",8463.34,3131.25271276596,378.914472972973,243.44,16685.74
"162","2020","Harvest","2020-10-28","T3","R1","S1","Zea mays L. (*)",7012.2,2539.63867021277,89.4028378378379,402.645,15036.3
"163","2020","Harvest","2020-10-28","T3","R1","S3","Zea mays L. (*)",4189.4,1495.3164893617,234.698716216216,143.9475,9315.7
"164","2020","Harvest","2020-10-28","T4","R2","S2","Zea mays L. (*)",8942.8,3936.24,762.656959459459,116.0675,15069.3
"165","2020","Harvest","2020-10-28","T3","R3","S5","Zea mays L. (*)",6578.6,1987.91401595745,372.121418918919,580.975,12947
"166","2020","Harvest","2020-10-28","T4","R2","S3","Zea mays L. (*)",5925,2290.3125,781.916959459459,153.34,9787.6
"167","2020","Harvest","2020-10-28","T3","R2","S3","Zea mays L. (*)",11541.04,4218.20640957447,794.891432432432,201.5775,21803.34
"168","2020","Harvest","2020-10-28","T4","R3","S2","Zea mays L. (*)",10484.68,4211.7075,1416.63806756757,121.21,16820.58
"169","2020","Harvest","2020-10-28","T3","R2","S2","Zea mays L. (*)",11386.84,4114.56255319149,802.374202702703,233.9625,21313.84
"170","2020","Harvest","2020-10-28","T3","R4","S2","Zea mays L. (*)",10612.34,3687.09055851064,547.439472972973,495.3375,18894.34
"171","2020","Harvest","2020-10-28","T4","R4","S5","Zea mays L. (*)",11552.4,5127.255,992.735878378378,110.7125,18515.9
"172","2020","Harvest","2020-10-28","T4","R3","S3","Zea mays L. (*)",9221.68,3593.205,1504.60941891892,27.6675,15355.98
"173","2020","Harvest","2020-10-28","T3","R3","S1","Zea mays L. (*)",12106.5,4240.22912234043,532.122567567568,591.685,22789.1
"174","2020","Harvest","2020-10-28","T3","R1","S4","Zea mays L. (*)",12479.64,4237.8297606383,948.51595945946,480.675,22315.14
"175","2020","Harvest","2020-10-28","T3","R3","S2","Zea mays L. (*)",8121.44,2889.9454787234,508.72427027027,252.705,15672.34
"176","2020","Harvest","2020-10-28","T4","R2","S1","Zea mays L. (*)",4819.8,1459.08,677.483513513513,424.745,8208.6
"177","2020","Harvest","2020-10-28","T4","R2","S4","Zea mays L. (*)",8316.4,3346.14,975.558040540541,188.4875,13485
"178","2020","Harvest","2020-10-28","T4","R1","S4","Zea mays L. (*)",12095.4,4956.21,1188.52418918919,352.07,19200.5
"179","2020","Harvest","2020-10-28","T4","R1","S1","Zea mays L. (*)",7926.64,2700.285,1346.4692027027,303.4075,13533.34
"180","2020","Harvest","2020-10-28","T4","R1","S3","Zea mays L. (*)",3680.74,1178.7825,590.644337837838,224.2725,5899.54
"181","2020","Harvest","2020-10-20","T1","R5","S5","Zea mays L. (*)",NA,2326.9952393617,NA,NA,10976.2
"182","2020","Harvest","2020-10-20","T2","R6","S2","Zea mays L. (*)",NA,3722.39545212766,NA,NA,15666.5
"183","2020","Harvest","2020-10-20","T2","R4","S4","Zea mays L. (*)",NA,4152.90949468085,NA,NA,19053.04
"184","2020","Harvest","2020-10-20","T1","R5","S2","Zea mays L. (*)",NA,2919.76611702128,NA,NA,13147.4
"185","2020","Harvest","2020-10-20","T2","R5","S4","Zea mays L. (*)",NA,4399.18683510638,NA,NA,18696.7
"186","2020","Harvest","2020-10-20","T1","R4","S1","Zea mays L. (*)",NA,2018.54872340426,NA,NA,10191.6
"187","2020","Harvest","2020-10-20","T1","R4","S3","Zea mays L. (*)",NA,1379.71867021277,NA,NA,7683.5
"188","2020","Harvest","2020-10-20","T1","R6","S5","Zea mays L. (*)",NA,2905.84125,NA,NA,14562.5
"189","2020","Harvest","2020-10-20","T2","R4","S3","Zea mays L. (*)",NA,3962.07454787234,NA,NA,16807.2
"190","2020","Harvest","2020-10-20","T2","R5","S3","Zea mays L. (*)",NA,3357.64962765957,NA,NA,15101.6
"191","2020","Harvest","2020-10-20","T2","R6","S5","Zea mays L. (*)",NA,2986.77686170213,NA,NA,14310.1
"192","2020","Harvest","2020-10-20","T2","R6","S3","Zea mays L. (*)",NA,3835.80813829787,NA,NA,17352.3
"193","2020","Harvest","2020-10-20","T2","R5","S1","Zea mays L. (*)",NA,4170.94755319149,NA,NA,17542.1
"194","2020","Harvest","2020-10-20","T2","R4","S5","Zea mays L. (*)",NA,4798.9804787234,NA,NA,19055.6
"195","2020","Harvest","2020-10-20","T1","R6","S2","Zea mays L. (*)",NA,4730.85574468085,NA,NA,20850
"196","2020","Harvest","2020-10-20","T1","R6","S4","Zea mays L. (*)",NA,2723.57545212766,NA,NA,12591.1
"197","2020","Harvest","2020-10-20","T1","R6","S3","Zea mays L. (*)",NA,1844.89492021277,NA,NA,9532.7
"198","2020","Harvest","2020-10-20","T2","R5","S2","Zea mays L. (*)",NA,2791.35742021277,NA,NA,12839.9
"199","2020","Harvest","2020-10-20","T2","R5","S5","Zea mays L. (*)",NA,3858.94484042553,NA,NA,15683.5
"200","2020","Harvest","2020-10-20","T1","R5","S3","Zea mays L. (*)",NA,2900.39984042553,NA,NA,12855.4
"201","2020","Harvest","2020-10-20","T1","R4","S5","Zea mays L. (*)",NA,1345.01361702128,NA,NA,7620.9
"202","2020","Harvest","2020-10-20","T2","R4","S1","Zea mays L. (*)",NA,5284.16569148936,NA,NA,21883.5
"203","2020","Harvest","2020-10-20","T2","R6","S4","Zea mays L. (*)",NA,3663.48255319149,NA,NA,15988.2
"204","2020","Harvest","2020-10-20","T1","R4","S4","Zea mays L. (*)",NA,3151.69013297872,NA,NA,13276.7
"205","2020","Harvest","2020-10-20","T1","R6","S1","Zea mays L. (*)",NA,1875.10117021277,NA,NA,10320.1
"206","2020","Harvest","2020-10-20","T1","R5","S1","Zea mays L. (*)",NA,854.087074468085,NA,NA,6950.7
"207","2020","Harvest","2020-10-20","T1","R4","S2","Zea mays L. (*)",NA,3501.65417553191,NA,NA,14850.9
"208","2020","Harvest","2020-10-20","T2","R4","S2","Zea mays L. (*)",NA,2873.53555851064,NA,NA,13091.3
"209","2020","Harvest","2020-10-20","T2","R3","S5","Zea mays L. (*)",NA,5120.88055851064,NA,NA,21563.3
"210","2020","Harvest","2020-10-20","T1","R5","S4","Zea mays L. (*)",NA,2178.27765957447,NA,NA,10436.7
"211","2020","Harvest","2020-10-20","T2","R6","S1","Zea mays L. (*)",NA,4122.53186170213,NA,NA,17378.2
"212","2020","Harvest","2020-10-19","T1","R1","S1","Zea mays L. (*)",NA,1658.90154255319,NA,NA,9601.7
"213","2020","Harvest","2020-10-19","T1","R3","S5","Zea mays L. (*)",NA,5281.08079787234,NA,NA,26089.7
"214","2020","Harvest","2020-10-19","T1","R2","S3","Zea mays L. (*)",NA,1505.04247340426,NA,NA,9528.2
"215","2020","Harvest","2020-10-19","T1","R1","S4","Zea mays L. (*)",NA,2419.4135106383,NA,NA,12750.4
"216","2020","Harvest","2020-10-19","T2","R2","S1","Zea mays L. (*)",NA,3549.1272606383,NA,NA,14682.8
"217","2020","Harvest","2020-10-19","T1","R3","S3","Zea mays L. (*)",NA,5493.55284574468,NA,NA,23239.6
"218","2020","Harvest","2020-10-19","T1","R1","S5","Zea mays L. (*)",NA,2226.60765957447,NA,NA,11063.6
