SiteID,Exp.Unit.ID,Time.Range,Treatment.ID,Crop,N2O.gN.ha.total,N2O.gN.ha.total.SE,CO2.gC.ha.total,CO2.gC.ha.total.SE,CH4.gC.ha.total,CH4.gC.ha.total.SE
INWLACRE,INWLACRE_NC_A53,2005-04-06 12:45:00 - 2010-09-15 08:30:00,INWLACRE_NC,Zea mays (Corn),19352952.03210312,24427.112459244185,68131241.30236204,59161.98493898353,-861.4368793304641,0.05097237246574713
INWLACRE,INWLACRE_NM_A74,2004-04-05 16:03:00 - 2004-12-16 10:10:00,INWLACRE_NM,Zea mays (Corn),2216.6558262438743,12.765809741082194,4854572.987475392,13454.160408365033,-39.964677823078524,0.07418407245415473
INWLACRE,INWLACRE_MR_SA23,2004-04-05 09:22:00 - 2004-12-16 11:30:00,INWLACRE_MR,Sorghum vulgare sudanense (Sudangrass),1304.7217109041694,9.56443714784363,7168257.753883935,18559.67729360579,-125.75312860034012,1.3083937928453646
INWLACRE,INWLACRE_IT_A65,2008-04-16 13:30:00 - 2010-09-15 08:30:00,INWLACRE_IT,Zea mays (Corn),21040.689350347784,270.8960607293465,-9277453.393346984,35660.86179424826,-6797.400784458816,9.688389057271012
INWLACRE,INWLACRE_NP_A81,2005-03-17 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NP,Zea mays (Corn),-82537.74878369353,93.62548238962583,46992061.378350794,26243.454294957945,-196.89698554125275,0.39691033080134397
INWLACRE,INWLACRE_NM_A31,2005-04-06 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NM,Glycine max (Soybean),12025.539520303273,11.397433122077,10395631.525650512,7323.340590908037,-278.9828819084104,0.4816615645101204
INWLACRE,INWLACRE_NM_A44,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Zea mays (Corn),21329.49898852675,10.031799757728466,10604011.874500316,8534.184023175785,-1012.5508896281237,0.635752711914743
INWLACRE,INWLACRE_IT_A74,2008-04-16 13:30:00 - 2010-09-15 08:30:00,INWLACRE_IT,Zea mays (Corn),11974.388604183754,75.82706424354228,44720636.39393059,34085.554830081426,-6879.533419841672,9.05310639574315
INWLACRE,INWLACRE_NP_A61,2004-04-05 15:30:00 - 2005-03-07 13:00:00,INWLACRE_NP,Zea mays (Corn),1716.6725415886133,4.144134673684125,2962765.3051510677,7568.655833227578,-99.01378296637455,0.7247105822700557
INWLACRE,INWLACRE_NS_A64,2004-04-05 15:30:00 - 2005-03-07 13:00:00,INWLACRE_NS,Zea mays (Corn),942.6939251108474,9.98202039949765,4360189.6485466715,12302.8478242798,-222.82005580158693,0.2879020916435419
INWLACRE,INWLACRE_NP_A61,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Glycine max (Soybean),360004.14201434655,311.54934034000377,53080502.97534541,29908.160625650118,-663.168557420887,0.23082937014874108
INWLACRE,INWLACRE_NR_A72,2008-04-16 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NR,Zea mays (Corn),-2934.6442713254014,38.010048630661494,20352207.84078719,18368.216993907896,32554.09748267016,37.53463073819975
INWLACRE,INWLACRE_NS_A11,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NS,Zea mays (Corn),14066.716371281327,302.3137002611227,9787314.591973672,12402.44569084684,-591.1084453449986,1.5038755206034058
INWLACRE,INWLACRE_NP_A55,2004-04-05 15:14:00 - 2005-03-07 13:00:00,INWLACRE_NP,Zea mays (Corn),1897.4484528598484,16.207122884686143,3302585.9973807773,8109.679587858311,-1466.31886441446,16.09288627975607
INWLACRE,INWLACRE_NC_A75,2004-04-05 16:04:00 - 2004-12-16 10:10:00,INWLACRE_NC,Zea mays (Corn),1110.6393903237083,4.8885704984398615,3351018.8687078115,11053.800814991557,-217.81326628857894,0.687029926844335
INWLACRE,INWLACRE_NP_A55,2005-03-17 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NP,Zea mays (Corn),102763.43904610364,72.30448850455504,315762.97569153004,26518.48205949628,-620.7670982048887,1.0419100729456732
INWLACRE,INWLACRE_MT_SA22,2004-04-05 09:21:00 - 2004-12-16 11:30:00,INWLACRE_MT,Sorghum vulgare sudanense (Sudangrass),799.7300810713199,5.882664477537932,4887167.155538162,14014.318429281366,-172.1930384046421,0.14193598371944302
INWLACRE,INWLACRE_NM_A83,2004-04-05 16:24:00 - 2004-12-16 10:10:00,INWLACRE_NM,Zea mays (Corn),2926.1172565045567,19.579240182520373,3852448.8902108073,10918.833393508918,-695.3822299541891,1.0227383527666203
INWLACRE,INWLACRE_NC_A14,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NC,Zea mays (Corn),-162989.7035450642,195.3337876493918,38535240.460443355,15500.869638782233,-2452.143692921724,0.47206476923939783
INWLACRE,INWLACRE_NP_A22,2004-04-05 11:26:00 - 2005-03-07 13:00:00,INWLACRE_NP,Glycine max (Soybean),645.5978092185533,1.5629759211512975,4669575.377718019,10662.904535210831,-182.41671564184486,3.078329629162756
INWLACRE,INWLACRE_MT_SA44,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MT,Sorghum vulgare sudanense (Sudangrass),14010.976510855891,2.7880196181296304,29365767.83023167,33421.662093822946,-356.310590125931,0.2721651540775888
INWLACRE,INWLACRE_CD_A63,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_CD,Glycine max (Soybean),33662.1579681153,13.885299851942285,16736361.474260923,27005.112163382746,-728.9380201987086,0.28953831764138566
INWLACRE,INWLACRE_MT_SA21,2004-04-05 09:20:00 - 2004-12-16 11:30:00,INWLACRE_MT,Sorghum vulgare sudanense (Sudangrass),1057.3668126677057,8.373903054937193,5644911.2587820785,17361.594822847434,-556.1721051704278,1.8942580535185696
INWLACRE,INWLACRE_NC_A25,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NC,Zea mays (Corn),-60590.17772055301,279.13332081877155,37872333.42726247,26095.6462253387,-1076.6738445371363,1.2012774341007146
INWLACRE,INWLACRE_CD_A45,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_CD,Zea mays (Corn),86906.16430507666,30.65064407566795,17951766.40887971,11321.461245988747,-3661.825521530981,5.939739432549018
INWLACRE,INWLACRE_NC_A25,2004-04-05 11:29:00 - 2004-12-16 11:10:00,INWLACRE_NC,Glycine max (Soybean),1240.9423140049946,4.044190905996006,5867184.243018601,21012.270062295123,3.1652144979021983,2.0645776648226466
INWLACRE,INWLACRE_NM_A54,2004-04-05 15:13:00 - 2004-12-16 10:45:00,INWLACRE_NM,Zea mays (Corn),2510.675133183838,15.22685460798212,4514529.779764357,9184.293726050215,-104.61335320132025,1.8127072332207081
INWLACRE,INWLACRE_CD_A82,2005-04-06 12:45:00 - 2010-09-15 08:30:00,INWLACRE_CD,Zea mays (Corn),132255.4879903415,23.056752327900043,424047.99021696876,30749.89373615756,-1134.8667972796993,0.17623015685755586
INWLACRE,INWLACRE_NG_SA34,2004-04-05 08:55:00 - 2004-12-16 11:30:00,INWLACRE_NG,Restored Prairie,783.4437480448524,2.8177380081695795,8000467.990213289,26749.037264763392,34.85433906866073,4.184771532715448
INWLACRE,INWLACRE_NG_SA33,2004-04-05 08:56:00 - 2004-12-16 11:30:00,INWLACRE_NG,Restored Prairie,880.5483334664772,2.8037107171162536,10408235.023530131,23899.283296553785,143.7173690948204,4.655009945097742
INWLACRE,INWLACRE_CD_A21,2004-04-05 11:25:00 - 2004-12-16 11:10:00,INWLACRE_CD,Glycine max (Soybean),603.5523021960141,0.5270983731090187,7053586.729016464,24116.518216397617,83.09004774991563,11.527614584425912
INWLACRE,INWLACRE_MR_SA12,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MR,Sorghum vulgare sudanense (Sudangrass),4344.50335897798,2.9856783906975246,35765802.147124246,28354.84991667739,-737.153690499462,3.160017844796194
INWLACRE,INWLACRE_NS_A33,2005-03-17 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NS,Glycine max (Soybean),7474.705017631412,2.83310413855161,3963022.691400164,11999.972613556509,44.0452631116153,0.38664285116222163
INWLACRE,INWLACRE_NP_A35,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Zea mays (Corn),68603.00130652169,21.039804002737956,24998861.67231811,12526.559255660653,-466.4439607674543,0.6398996982775246
INWLACRE,INWLACRE_NM_A15,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Zea mays (Corn),-1394.465181341645,11.195526353817069,19846906.637643997,14454.843276483605,-714.1325011275321,0.14679164227354163
INWLACRE,INWLACRE_NC_A25,2005-04-06 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NC,Glycine max (Soybean),26250.81687966195,4.694046873189723,38024393.93915568,14700.294011952166,-419.3286542521846,0.20791209599174604
INWLACRE,INWLACRE_NP_A22,2005-03-17 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NP,Glycine max (Soybean),14583.48837948384,3.6906185497823856,2132018.197674838,24467.905646554635,-1119.266929370057,0.0022483936963592194
INWLACRE,INWLACRE_ML_SA32,2004-04-05 08:57:00 - 2004-12-16 11:30:00,INWLACRE_ML,Sorghum vulgare sudanense (Sudangrass),887.7040496576246,5.398448937234457,5531053.98403818,10738.990795230018,276.6370142263047,0.301850940252169
INWLACRE,INWLACRE_NG_SA42,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_NG,Restored Prairie,3810.693073135551,6.577388324178506,43431073.2427429,30089.278233639314,1752.0400351519447,1.22179621560722
INWLACRE,INWLACRE_NM_A23,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Zea mays (Corn),8694.672404078885,3.588754826763858,30616256.453370742,24656.509714605007,-101.5429671491601,0.5041397513432397
INWLACRE,INWLACRE_MR_SA41,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MR,Sorghum vulgare sudanense (Sudangrass),6208.984748808907,3.4043874114647767,34220125.14120005,30270.156282399857,-236.1166760176875,1.9984943911470237
INWLACRE,INWLACRE_NS_A85,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NS,Glycine max (Soybean),205001.40382187656,316.3880556802271,42816280.848430894,50034.104117544484,47.61037249796098,0.42536954669849314
INWLACRE,INWLACRE_ML_SA14,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_ML,Sorghum vulgare sudanense (Sudangrass),4817.827150971208,4.990233928120069,31027257.360162273,28698.982149356656,-1012.2807724269832,0.4589063436970226
INWLACRE,INWLACRE_NM_A15,2005-04-06 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NM,Glycine max (Soybean),8731.038289806587,7.136648042904799,-1059432.211859661,18861.06089148811,-754.6469104882616,0.11342458188924492
INWLACRE,INWLACRE_CD_A71,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_CD,Glycine max (Soybean),17890.065750238195,1.0515197977975437,8569771.83373741,22604.870414458775,-1846.5850532307943,0.8480211252301643
INWLACRE,INWLACRE_NR_A42,2009-04-16 14:00:00 - 2011-09-01 13:00:00,INWLACRE_NR,Zea mays (Corn),1241713.8202703786,1421.9077414045548,-120116315.88890322,158283.02502279644,-5684.062214051222,7.472546217098514
INWLACRE,INWLACRE_CD_A63,2005-04-06 12:45:00 - 2010-09-15 08:30:00,INWLACRE_CD,Zea mays (Corn),69703.50707283286,51.368606544636656,27382890.75282429,40138.1973058417,-1116.4436285638435,0.2567852549231552
INWLACRE,INWLACRE_NS_A11,2004-04-05 11:00:00 - 2005-03-07 13:00:00,INWLACRE_NS,Glycine max (Soybean),486.68286961979857,0.08753301274621908,4148884.206967161,7064.947226086278,-274.24435622013334,2.2678558462760514
INWLACRE,INWLACRE_ML_SA31,2004-04-05 08:58:00 - 2004-12-16 11:30:00,INWLACRE_ML,Sorghum vulgare sudanense (Sudangrass),1168.764855202304,9.258460036436261,6376594.924375821,24845.185357332124,115.63555226285173,2.597430450452209
INWLACRE,INWLACRE_Bare_AB1,2005-05-16 14:20:00 - 2011-09-01 13:00:00,INWLACRE_Bare,NA,25450.239877298467,21.535789991095044,45446562.02779315,4394.800598345103,-1051.0482908215388,3.400858603078607
INWLACRE,INWLACRE_NG_SA34,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_NG,Restored Prairie,6322.8984715905335,2.824749990304101,47743511.73019822,32724.808431257938,-471.1492882597402,2.6394062278577755
INWLACRE,INWLACRE_NS_A85,2005-03-17 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NS,Zea mays (Corn),25497.915843801962,38.94743534755152,15611714.709267627,5789.350963932753,-384.22672337851486,0.09472441730973408
INWLACRE,INWLACRE_NP_A12,2005-03-17 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NP,Glycine max (Soybean),33289.177671039884,38.014131341815755,-4254219.976478497,37739.28362303997,-159.10473452619243,0.0880691834789188
INWLACRE,INWLACRE_NC_A14,2005-04-06 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NC,Glycine max (Soybean),17127.740528796192,1.8661453177355665,22456188.46607775,23981.893841860445,-725.1073635946476,0.09999899590855658
INWLACRE,INWLACRE_MT_SA22,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MT,Sorghum vulgare sudanense (Sudangrass),8100.492352660345,4.931457715690893,28308459.798247762,31740.82384386775,-742.9632779229822,0.034285816339095734
INWLACRE,INWLACRE_NP_A81,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Glycine max (Soybean),50439.75583517815,29.490870111885947,27913891.72102827,13621.062065539016,-1474.4562956892835,0.07505495910751427
INWLACRE,INWLACRE_NS_A24,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NS,Zea mays (Corn),26101.391573582732,10.337984079370592,14949647.617190259,8666.066144792963,33.09544749030611,2.256688762071216
INWLACRE,INWLACRE_NM_A65,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Glycine max (Soybean),129777.1576606614,184.31056175773963,7142440.912457127,18775.37198081503,115.84505513370154,2.984304056917536
INWLACRE,INWLACRE_NS_A51,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NS,Glycine max (Soybean),81175.93446799771,118.99794714280614,31217947.463425044,29178.3370768206,-33.9539996384535,0.04569216877092878
INWLACRE,INWLACRE_Bare_AB2,2005-05-16 14:20:00 - 2011-09-01 13:00:00,INWLACRE_Bare,NA,24645.672666538434,4.424085464545239,36498732.94531034,5120.421683875833,-1556.5818053961536,0.48428524018929164
INWLACRE,INWLACRE_MR_SA24,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MR,Sorghum vulgare sudanense (Sudangrass),5714.775908309539,2.0461822474111293,33760155.7882145,29415.603944172235,-5516.87597517263,1.6941281486364979
INWLACRE,INWLACRE_NP_A55,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Glycine max (Soybean),38945.299397485214,19.61295416642291,31795529.75893699,20310.245549503317,-1459.309275327452,0.08027245210621461
INWLACRE,INWLACRE_CD_A21,2005-04-06 13:30:00 - 2010-09-15 08:30:00,INWLACRE_CD,Glycine max (Soybean),10305.81040474101,0.885434840278563,3146015.229696081,16963.56477942639,-1988.6880546008422,0.4583347129712981
INWLACRE,INWLACRE_CD_A21,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_CD,Zea mays (Corn),-483012.5984717838,432.4735943217561,31269294.193762563,13724.56317707142,-1659.8906094564684,0.18029946598081556
INWLACRE,INWLACRE_CD_A13,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_CD,Zea mays (Corn),-784377.2619628352,742.0046347602797,1748396.402554866,14996.52891665859,-1841.101514393596,0.06913503010410055
INWLACRE,INWLACRE_NP_A61,2005-03-17 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NP,Zea mays (Corn),91866.69557688819,60.77430568933086,63227092.149155915,36525.71960096986,-863.1286757244114,2.41163155119062
INWLACRE,INWLACRE_NM_A65,2005-04-06 12:45:00 - 2007-04-10 13:30:00,INWLACRE_NM,Zea mays (Corn),52994.87865411842,52.20702817289707,37319917.806374505,51269.130019596014,-36295.73637956899,63.67810540528881
INWLACRE,INWLACRE_NS_A72,2005-03-17 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NS,Zea mays (Corn),18033.78142894644,10.372258124649369,15386225.786843494,6416.731661292565,-318.0171701183615,0.3189052048386942
INWLACRE,INWLACRE_CD_A45,2005-04-06 13:30:00 - 2010-09-15 08:30:00,INWLACRE_CD,Glycine max (Soybean),15324.174514938519,2.4635131072580005,14973935.868521221,46533.94907139699,-1138.6417708235228,0.15048091930472743
INWLACRE,INWLACRE_NM_A23,2005-04-06 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NM,Glycine max (Soybean),5047.189883755763,5.606385449567459,17525200.13116278,8879.204572414807,-3474.43675333638,4.853496147571783
INWLACRE,INWLACRE_MT_SA13,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_MT,Sorghum vulgare sudanense (Sudangrass),9759.820941144364,4.8932282195704815,28739703.518913213,35748.424414649824,-299.05259077175145,0.7642605350537764
INWLACRE,INWLACRE_NS_A72,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NS,Glycine max (Soybean),127415.46649335975,196.6312620849195,8965161.918045452,23311.235935117118,4672.546886265542,7.810810815023636
INWLACRE,INWLACRE_NC_A75,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NC,Glycine max (Soybean),42329.12945832009,3.428351142517931,30233277.059934698,24217.34842949537,-821.896318599603,3.500225252073809
INWLACRE,INWLACRE_NP_A73,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Glycine max (Soybean),26080.807303094694,0.6086049552908167,17331614.045346245,29246.939734228203,-7769.152260192449,2.3824444062110475
INWLACRE,INWLACRE_NM_A83,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Glycine max (Soybean),319603.99158531596,479.16354278041126,23504292.234189566,24662.138201162812,-2176.9929674192554,2.680780727633637
INWLACRE,INWLACRE_ML_SA31,2005-04-06 14:00:00 - 2007-12-13 12:30:00,INWLACRE_ML,Sorghum vulgare sudanense (Sudangrass),8892.30670392012,5.348440137138007,31277077.312370237,27457.787829229954,-589.9988875223466,1.4323799250223048
INWLACRE,INWLACRE_NP_A12,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Zea mays (Corn),-54938.58105857151,48.516475621256774,45393193.54847913,15338.19253767364,-2601.140248780877,0.0895584556643466
INWLACRE,INWLACRE_NC_A34,2004-04-05 14:06:00 - 2004-12-16 10:45:00,INWLACRE_NC,Glycine max (Soybean),748.6835829221928,2.686001033520575,4362991.337751615,13987.731424920146,-117.09335404655471,0.7608773990720313
INWLACRE,INWLACRE_NR_A33,2008-04-16 13:30:00 - 2010-09-15 08:30:00,INWLACRE_NR,Glycine max (Soybean),14634.935056746606,8.195187103747376,11273476.215766352,32338.73998608878,-524.6064395059435,0.11255734340611016
INWLACRE,INWLACRE_NS_A24,2004-04-05 11:28:00 - 2005-03-07 13:00:00,INWLACRE_NS,Glycine max (Soybean),1338.7733065263628,3.8181096260364265,6746504.4770910535,13643.947655654636,41.878287925310964,1.3933279245028751
INWLACRE,INWLACRE_NS_A24,2005-03-17 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NS,Glycine max (Soybean),8616.74963860744,3.951138363510803,10512754.606551658,10151.267669962257,-166.34528452649323,0.27550428548590133
INWLACRE,INWLACRE_NM_A44,2005-04-06 13:30:00 - 2007-04-10 13:30:00,INWLACRE_NM,Glycine max (Soybean),3955.970569131881,13.274077411128557,17430735.82250932,18292.31186663443,1599.6304542462685,3.2781905817019346
INWLACRE,INWLACRE_CD_A32,2005-04-06 13:30:00 - 2010-09-15 08:30:00,INWLACRE_CD,Glycine max (Soybean),14147.140257474644,6.357459302495025,31554212.957589436,34458.27400783886,-1229.5738543920493,0.40660642971130434
INWLACRE,INWLACRE_NP_A22,2005-04-20 12:45:00 - 2011-09-01 13:00:00,INWLACRE_NP,Zea mays (Corn),-45545.48575718141,172.43700513171632,56569933.47651199,30507.61286057548,-31600.613946226164,26.18659855629819
INWLACRE,INWLACRE_NM_A74,2005-04-20 12:45:00 - 2008-04-02 14:00:00,INWLACRE_NM,Glycine max (Soybean),151623.6922285795,248.7970605823899,34117425.7160793,36023.85355472563,2846.084548095768,5.22398287264295
INWLACRE,INWLACRE_NR_A85,2009-04-16 14:00:00 - 2011-09-01 13:00:00,INWLACRE_NR,Glycine max (Soybean),1737.1108940474503,7.183823656542265,-952708.2208843182,16562.25943825479,-59837.436613401056,69.57114533764212
