"","Site","Experiment","Year","Time.Range","Chamber","Crop","CO2.Flux","CO2.SE","CH4.Flux","CH4.SE","N2O.Flux","N2O.SE","NH3.Flux","NH3.SE"
"65","ARL","205",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-581435.626394814,0.000126647183048029,-771.93060092698,9.34363723851921e-08,-918879.123347021,0.00019866575405181,NA,NA
"66","ARL","205",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-766151.452433802,0.000166809287316917,-1017.16473459732,1.23066730015527e-07,-1210797.11023125,0.00026166624515725,NA,NA
"67","ARL","205",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-766151.241808955,0.000166809287319048,-1017.16457920483,1.23066730044654e-07,-1210796.7798335,0.000261666245159109,NA,NA
"68","ARL","205",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-665396.935001621,0.000144902688391076,-883.400344075304,1.06904719250372e-07,-1051568.44207641,0.000227302346256028,NA,NA
"69","ARL","205",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-468102.987059577,0.00010171919201919,146135.873485841,3.17339402026247e-05,-14805.6229406542,3.4499549933832e-06,NA,NA
"70","ARL","205",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-616814.256556493,0.000133976181060798,192561.664135802,4.17973445731498e-05,-19509.2092982714,4.54399789924815e-06,NA,NA
"71","ARL","205",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-616814.087388977,0.000133976181058779,192561.611359608,4.17973445737182e-05,-19509.203560708,4.54399789920005e-06,NA,NA
"72","ARL","205",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-535698.672883023,0.000116381462493522,167238.397728768,3.63082157689273e-05,-16943.60501241,3.94724731592664e-06,NA,NA
"73","ARL","206",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-2031439.0010092,0.00044032848625,-4960.99933203485,1.01743523881489e-06,-230325.401777492,5.00262379951412e-05,NA,NA
"74","ARL","206",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-2676805.25983145,0.000579964585143165,-6537.0553934591,1.3400822899866e-06,-303497.297404741,6.58904596702878e-05,NA,NA
"75","ARL","206",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-2676804.52752839,0.00057996458514217,-6537.05370137928,1.34008229001537e-06,-303497.214206927,6.58904596703648e-05,NA,NA
"76","ARL","206",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-2324785.80369981,0.000503799452116993,-5677.38499237634,1.16409301665026e-06,-263585.18428507,5.7237249191365e-05,NA,NA
"77","ARL","206",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-396917.592435465,8.6712380095855e-05,85451.7644886574,1.85013838029728e-05,11131.4294292311,2.28123675097399e-06,NA,NA
"78","ARL","206",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-523014.029271551,0.000114210438604805,112598.868385177,2.43685060510144e-05,14667.764683925,3.00465803880808e-06,NA,NA
"79","ARL","206",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-523013.885061617,0.000114210438604586,112598.83761583,2.43685060506755e-05,14667.7608900376,3.00465803890614e-06,NA,NA
"80","ARL","206",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-454233.859879101,9.92114999296199e-05,97791.2942785926,2.11682580484473e-05,12738.8467905721,2.61006467050562e-06,NA,NA
"81","ARL","207",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-841100.779024388,0.000182627297121879,-15647.9323458171,3.30437668278315e-06,-540840.113552676,0.000117043706178692,NA,NA
"82","ARL","207",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-1108309.42366111,0.000240541704477422,-20619.111795976,4.35225408259692e-06,-712659.184214958,0.000154160374847056,NA,NA
"83","ARL","207",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-1108309.11993666,0.000240541704478997,-20619.1063005214,4.35225408262985e-06,-712658.989561494,0.000154160374843054,NA,NA
"84","ARL","207",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-962558.633068633,0.000208952032644333,-17907.5481363084,3.78068468053942e-06,-618939.293268961,0.00013391492234006,NA,NA
"85","ARL","207",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-1138375.58751929,0.000247039488629621,10883.1852414222,2.44748799297356e-06,-228839.344935498,4.96730283509457e-05,NA,NA
"86","ARL","207",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-1500025.23234208,0.000325380162792757,14340.6556734361,3.22363054573584e-06,-301539.136378646,6.54252408827202e-05,NA,NA
"87","ARL","207",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-1500024.82149477,0.00032538016280133,14340.6516030591,3.22363054560836e-06,-301539.05376825,6.54252408829866e-05,NA,NA
"88","ARL","207",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-1302760.94996953,0.000282648892607849,12454.7543909657,2.80028012830143e-06,-261884.535832759,5.68331262898896e-05,NA,NA
"89","ARL","214",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-1642687.48785239,0.0003559303433056,2288.98847793538,5.41753973004231e-07,37266.6571164487,7.71093292320946e-06,NA,NA
"90","ARL","214",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-2164551.58434733,0.000468802269986915,3016.17536086556,7.13553921708738e-07,49105.8726479786,1.01562087248855e-05,NA,NA
"91","ARL","214",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-2164550.99240543,0.000468802269987649,3016.17445988344,7.1355392172872e-07,49105.8598240529,1.01562087250335e-05,NA,NA
"92","ARL","214",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-1879897.23091857,0.000407235774082195,2619.52612863463,6.19844873375773e-07,42648.0925105208,8.82242213142934e-06,NA,NA
"93","ARL","214",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-2305656.48625389,0.000499684101760115,-112317.735018749,2.42744949976161e-05,-339032.054462739,7.36828454045685e-05,NA,NA
"94","ARL","214",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-3038138.68245575,0.000658142936122654,-147999.86804063,3.19723748694595e-05,-446738.880963794,9.70490036443935e-05,NA,NA
"95","ARL","214",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-3038137.85143934,0.00065814293611195,-147999.827670117,3.19723748495112e-05,-446738.758423066,9.70490036445533e-05,NA,NA
"96","ARL","214",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-2638601.24053599,0.000571710858101793,-128536.803877947,2.77735319466109e-05,-387989.452407999,8.43038284038086e-05,NA,NA
"97","ARL","301",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-143258.629262802,3.19391482614879e-05,-8993.87955886288,1.87034366369514e-06,371587.838795782,8.02137155948661e-05,NA,NA
"98","ARL","301",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-188770.34924574,4.20676278068591e-05,-11851.1381993949,2.46346334810701e-06,489637.287590648,0.000105650930478496,NA,NA
"99","ARL","301",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-188770.296128268,4.20676278053435e-05,-11851.1350888571,2.463463348117e-06,489637.154188537,0.00010565093047733,NA,NA
"100","ARL","301",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-163945.666141353,3.65430034564562e-05,-10292.6271286651,2.13994357056235e-06,425246.4064929,9.17760881498825e-05,NA,NA
"101","ARL","301",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-1199658.57391682,0.000260259714855376,-3530.8467948713,7.18173739340848e-07,-458652.839302567,9.94041148324744e-05,NA,NA
"102","ARL","301",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-1580777.16259135,0.000342792761016283,-4652.55880565532,9.45919575502597e-07,-604361.899179683,0.000130926951174726,NA,NA
"103","ARL","301",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-1580776.7297577,0.000342792761010079,-4652.55761127238,9.45919575486917e-07,-604361.733862334,0.000130926951175508,NA,NA
"104","ARL","301",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-1372893.41136119,0.000297774742822766,-4040.71344945062,8.21694593233773e-07,-524883.8922592,0.000113732679475905,NA,NA
"105","ARL","302",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-640311.670919489,0.000139218317682593,114883.785394037,2.48898243059016e-05,-3225683.46959929,0.000699913327992468,NA,NA
"106","ARL","302",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-843731.781525595,0.000183366955305439,151381.124855377,3.27828361748709e-05,-4250448.31350281,0.000921868458606744,NA,NA
"107","ARL","302",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-843731.5499939,0.000183366955304338,151381.08346152,3.27828361751403e-05,-4250447.14948846,0.000921868458611007,NA,NA
"108","ARL","302",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-732774.884324733,0.000159285883978723,131473.400543166,2.84775576420305e-05,-3691483.2922132,0.000800802042515682,NA,NA
"109","ARL","302",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-918359.255098108,0.000199491619470069,56505.8147246291,1.22308116641936e-05,-10498579.7016501,0.00227827397533311,NA,NA
"110","ARL","302",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-1210112.08407441,0.000262754007381848,74457.1025967094,1.61094224749765e-05,-13833865.2277275,0.00300075571356848,NA,NA
"111","ARL","302",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-1210111.75230317,0.000262754007382677,74457.0822558477,1.6109422475035e-05,-13833861.4387675,0.00300075571355806,NA,NA
"112","ARL","302",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-1050973.49924387,0.000228247255704399,64665.4494548825,1.39938169066565e-05,-12014610.832782,0.00260667482656831,NA,NA
"113","ARL","304",2012,"2012-03-30~2012-12-31","off_fert_band",NA,8773232.00824079,0.00190345129419698,58012.4097833491,1.25750721068613e-05,124866.68296413,2.70508237115145e-05,NA,NA
"114","ARL","304",2013,"2013-01-01~2013-12-31","off_fert_band",NA,11560393.1835454,0.00250707000489016,76442.3266290518,1.65628541081142e-05,164535.481308716,3.56291274397144e-05,NA,NA
"115","ARL","304",2014,"2014-01-01~2014-12-31","off_fert_band",NA,11560390.0179468,0.00250707000486704,76442.3057156562,1.65628541079115e-05,164535.436320936,3.56291274397396e-05,NA,NA
"116","ARL","304",2015,"2015-01-01~2015-11-13","off_fert_band",NA,10040116.9813085,0.00217782348651448,66389.6019677588,1.4387700625963e-05,142897.862987201,3.0950053406332e-05,NA,NA
"117","ARL","304",2012,"2012-03-30~2012-12-31","on_fert_band",NA,1414126.93280345,0.000305553562600095,48880.1036283042,1.05427108622925e-05,78324.1358246021,1.66280239457163e-05,NA,NA
"118","ARL","304",2013,"2013-01-01~2013-12-31","on_fert_band",NA,1863379.80751276,0.000402450104219619,64408.7853900667,1.38859944796002e-05,103206.869455915,2.1901070021394e-05,NA,NA
"119","ARL","304",2014,"2014-01-01~2014-12-31","on_fert_band",NA,1863379.29935166,0.000402450104222863,64408.7678566577,1.38859944797667e-05,103206.841802122,2.19010700203743e-05,NA,NA
"120","ARL","304",2015,"2015-01-01~2015-11-13","on_fert_band",NA,1618331.74629981,0.000349597453351432,55938.5595011871,1.20623855142015e-05,89634.4127710447,1.90248635164131e-05,NA,NA
"121","ARL","305",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-507424.893367889,0.000110188866638713,-5454.88992511619,1.13144588521375e-06,-149135.344912277,3.24114124717102e-05,NA,NA
"122","ARL","305",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-668628.308437802,0.000145131742144879,-7187.84969051441,1.49024776711658e-06,-196514.035241136,4.26896555086346e-05,NA,NA
"123","ARL","305",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-668628.12518451,0.000145131742145554,-7187.84780882537,1.4902477671225e-06,-196513.981338249,4.26896555093332e-05,NA,NA
"124","ARL","305",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-580698.79838876,0.000126071994827529,-6242.59506335296,1.29453768009123e-06,-170671.003070007,3.70833419956781e-05,NA,NA
"125","ARL","305",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-490706.219040798,0.000106966859466651,-3625.14610768545,7.26726324859201e-07,-226489.75229466,4.93030950156502e-05,NA,NA
"126","ARL","305",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-646598.291022563,0.000140887978445899,-4776.81601039237,9.57184340035675e-07,-298443.103295504,6.49379950184325e-05,NA,NA
"127","ARL","305",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-646598.113127738,0.000140887978448723,-4776.81480178577,9.57184340053436e-07,-298443.021300337,6.49379950198889e-05,NA,NA
"128","ARL","305",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-561565.888155736,0.000122385552786131,-4148.62995679396,8.31479987699391e-07,-259195.653339268,5.64098690687527e-05,NA,NA
"129","ARL","308",2012,"2012-03-30~2012-12-31","on_fert_band",NA,-1296913.60182693,0.000281493647802478,45440.2149586008,9.95562446199065e-06,-552911.531122976,0.000121001761494052,NA,NA
"130","ARL","308",2013,"2013-01-01~2013-12-31","on_fert_band",NA,-1708929.06361827,0.00037076035679006,59876.0809619473,1.31127324057106e-05,-728565.558978819,0.000159373600840219,NA,NA
"131","ARL","308",2014,"2014-01-01~2014-12-31","on_fert_band",NA,-1708928.59547081,0.000370760356792594,59876.064404912,1.31127324058379e-05,-728565.357742779,0.000159373600841634,NA,NA
"132","ARL","308",2015,"2015-01-01~2015-11-13","on_fert_band",NA,-1484192.40032738,0.000322069432176057,52001.9383914767,1.13906737950819e-05,-632753.859745664,0.000138443509901673,NA,NA
"133","ARL","308",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-4419639.77876212,0.000957592201435351,-7443.74563171237,1.56076773177279e-06,-53733.8655829584,1.25839537962351e-05,NA,NA
"134","ARL","308",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-5823711.66530138,0.00126126194688129,-9808.54340521404,2.05571530881278e-06,-70804.5337166296,1.65745523414969e-05,NA,NA
"135","ARL","308",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-5823710.07274553,0.00126126194689157,-9808.54080952689,2.05571530884182e-06,-70804.512788463,1.65745523413955e-05,NA,NA
"136","ARL","308",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-5057851.01757563,0.001095623929636,-8518.64840518157,1.78574394512986e-06,-61493.2174135266,1.43978625636637e-05,NA,NA
"137","ARL","309",2012,"2012-03-30~2012-12-31","off_fert_band",NA,-1158496.65770702,0.000251367802215771,-11858.878708096,2.47489033008721e-06,-567278.160041757,0.000123085006033807,NA,NA
"138","ARL","309",2013,"2013-01-01~2013-12-31","off_fert_band",NA,-1526538.54954406,0.00033108106253656,-15626.3166995522,3.25972265792568e-06,-747496.312449389,0.000162117479769888,NA,NA
"139","ARL","309",2014,"2014-01-01~2014-12-31","off_fert_band",NA,-1526538.1314984,0.000331081062503928,-15626.3125836028,3.25972265798933e-06,-747496.107748739,0.000162117479768147,NA,NA
"140","ARL","309",2015,"2015-01-01~2015-11-13","off_fert_band",NA,-1325787.57226903,0.000287601109076438,-13571.3421096939,2.8316323638383e-06,-649195.08365203,0.000140827042853623,NA,NA
